Arbrook,FrameTime,SetupTime,Model Switch Time,BGFX,FrameTime,SetupTime,Model Switch Time,Native,FrameTime,SetupTime,Model Switch Time,
 ,0.3289, ,0.325, ,0.3002, ,3e-04, ,0.2992, ,0.2961,
 ,0.5212, ,0.5169, ,0.2502, ,4e-04, ,0.4911, ,0.4879,
 ,0.0668, ,0.063, ,0.142, ,4e-04, ,0.0632, ,0.0603,
 ,0.6892, ,0.685, ,0.8892, ,4e-04, ,0.7659, ,0.7628,
 ,0.085, ,0.0812, ,0.1912, ,4e-04, ,0.0837, ,0.0808,
 ,0.0083, ,0.0048, ,0.1404, ,4e-04, ,0.0064, ,0.004,
 ,0.0117, ,0.0082, ,0.7159, ,3e-04, ,0.0104, ,0.0079,
 ,1.3794, ,1.3752, ,0.6657, ,4e-04, ,1.0998, ,1.0966,
 ,0.1583, ,0.1544, ,0.1777, ,4e-04, ,0.1456, ,0.1426,
 ,0.0355, ,0.0318, ,0.4373, ,4e-04, ,0.0291, ,0.0265,
 ,0.0104, ,0.007, ,0.7501, ,4e-04, ,0.0083, ,0.0058,
 ,0.0085, ,0.0051, ,0.1714, ,6e-04, ,0.0067, ,0.0042,
 ,0.3382, ,0.3344, ,0.2417, ,4e-04, ,0.2893, ,0.2864,
 ,0.5942, ,0.59, ,0.2444, ,4e-04, ,0.4861, ,0.4829,
 ,0.0638, ,0.0599, ,0.1414, ,4e-04, ,0.0659, ,0.0629,
 ,0.7054, ,0.7015, ,0.8512, ,4e-04, ,0.6355, ,0.6326,
 ,0.0831, ,0.0793, ,0.1769, ,4e-04, ,0.0823, ,0.0793,
 ,0.0088, ,0.0054, ,0.14, ,4e-04, ,0.0068, ,0.0043,
 ,0.0118, ,0.0084, ,0.7144, ,4e-04, ,0.0105, ,0.008,
 ,1.2101, ,1.2058, ,0.6625, ,4e-04, ,1.178, ,1.1744,
 ,0.1481, ,0.1441, ,0.1863, ,4e-04, ,0.1492, ,0.1461,
 ,0.034, ,0.0306, ,0.425, ,4e-04, ,0.0288, ,0.0262,
 ,0.0099, ,0.0064, ,0.6666, ,4e-04, ,0.0085, ,0.0059,
 ,0.0083, ,0.0049, ,0.1723, ,4e-04, ,0.0067, ,0.0042,
 ,0.3448, ,0.3409, ,0.5797, ,4e-04, ,0.3044, ,0.3013,
 ,0.5077, ,0.5035, ,0.2462, ,4e-04, ,0.5174, ,0.5142,
 ,0.0642, ,0.0604, ,0.1466, ,3e-04, ,0.0641, ,0.0612,
 ,0.7051, ,0.6937, ,0.8951, ,4e-04, ,0.6456, ,0.6426,
 ,0.1105, ,0.1055, ,0.1754, ,4e-04, ,0.0802, ,0.0771,
 ,0.0086, ,0.0051, ,0.1895, ,4e-04, ,0.0067, ,0.0041,
 ,0.0119, ,0.0085, ,0.6946, ,4e-04, ,0.01, ,0.0076,
 ,1.2638, ,1.2592, ,0.6674, ,4e-04, ,1.1449, ,1.1417,
 ,0.1482, ,0.1443, ,0.1886, ,4e-04, ,0.1459, ,0.1429,
 ,0.0342, ,0.0307, ,0.4424, ,3e-04, ,0.0285, ,0.0258,
 ,0.0099, ,0.0064, ,0.6478, ,4e-04, ,0.0084, ,0.0058,
 ,0.0082, ,0.0048, ,0.1838, ,4e-04, ,0.0066, ,0.0041,
 ,0.3433, ,0.3396, ,0.2664, ,3e-04, ,0.2839, ,0.2811,
 ,0.522, ,0.5176, ,0.2523, ,4e-04, ,0.4825, ,0.4792,
 ,0.0641, ,0.0602, ,0.1414, ,4e-04, ,0.0613, ,0.0584,
 ,0.696, ,0.6921, ,0.9256, ,4e-04, ,0.6374, ,0.6345,
 ,0.0819, ,0.078, ,0.1765, ,4e-04, ,0.0806, ,0.0777,
 ,0.0083, ,0.0049, ,0.1392, ,3e-04, ,0.0065, ,0.0039,
 ,0.0149, ,0.0105, ,0.7331, ,3e-04, ,0.0104, ,0.0079,
 ,1.2577, ,1.2532, ,0.6667, ,4e-04, ,1.1207, ,1.1175,
 ,0.1531, ,0.1491, ,0.2003, ,4e-04, ,0.1442, ,0.1412,
 ,0.0345, ,0.0309, ,0.4469, ,3e-04, ,0.0276, ,0.0249,
 ,0.0098, ,0.0064, ,0.6404, ,4e-04, ,0.0081, ,0.0056,
 ,0.0086, ,0.0052, ,0.1762, ,4e-04, ,0.0068, ,0.0043,
 ,0.3453, ,0.3414, ,0.27, ,4e-04, ,0.3167, ,0.3139,
 ,0.5268, ,0.5226, ,0.2515, ,4e-04, ,0.4887, ,0.4855,
 ,0.0651, ,0.0612, ,0.1419, ,4e-04, ,0.0606, ,0.0576,
 ,0.7159, ,0.712, ,0.9265, ,4e-04, ,0.6541, ,0.6511,
 ,0.0856, ,0.0818, ,0.1753, ,4e-04, ,0.0818, ,0.0789,
 ,0.0082, ,0.0048, ,0.1401, ,4e-04, ,0.0064, ,0.0041,
 ,0.0115, ,0.0081, ,0.766, ,4e-04, ,0.0101, ,0.0074,
 ,1.1909, ,1.1868, ,0.6849, ,4e-04, ,1.1547, ,1.1515,
 ,0.1469, ,0.143, ,0.2133, ,5e-04, ,0.1468, ,0.1437,
 ,0.0341, ,0.0305, ,0.4617, ,4e-04, ,0.0292, ,0.0266,
 ,0.0098, ,0.0064, ,0.7344, ,4e-04, ,0.0082, ,0.0057,
 ,0.0082, ,0.0049, ,0.1444, ,4e-04, ,0.0066, ,0.0041,
 ,0.3458, ,0.3419, ,0.5507, ,4e-04, ,0.3053, ,0.3024,
 ,0.5258, ,0.5216, ,0.2521, ,4e-04, ,0.4831, ,0.4798,
 ,0.0652, ,0.0614, ,0.1422, ,4e-04, ,0.0624, ,0.0595,
 ,0.6969, ,0.693, ,0.9851, ,4e-04, ,0.6674, ,0.6645,
 ,0.0821, ,0.0784, ,0.1416, ,4e-04, ,0.0812, ,0.0782,
 ,0.008, ,0.0047, ,0.14, ,4e-04, ,0.0065, ,0.004,
 ,0.0111, ,0.0077, ,0.763, ,4e-04, ,0.01, ,0.0075,
 ,1.2139, ,1.2099, ,0.7114, ,3e-04, ,1.1708, ,1.1676,
 ,0.1487, ,0.1448, ,0.2267, ,4e-04, ,0.1447, ,0.1417,
 ,0.0329, ,0.0293, ,0.4533, ,3e-04, ,0.0286, ,0.0259,
 ,0.0099, ,0.0064, ,0.6744, ,4e-04, ,0.0086, ,0.0061,
 ,0.0082, ,0.0049, ,0.1918, ,3e-04, ,0.0068, ,0.0042,
 ,0.3189, ,0.3151, ,0.2875, ,3e-04, ,0.3064, ,0.3034,
 ,0.5114, ,0.507, ,0.2595, ,4e-04, ,0.4667, ,0.4635,
 ,0.0689, ,0.0649, ,0.1422, ,4e-04, ,0.0606, ,0.0578,
 ,0.6984, ,0.6943, ,0.9717, ,4e-04, ,0.6259, ,0.6228,
 ,0.0835, ,0.0797, ,0.1755, ,4e-04, ,0.0802, ,0.0772,
 ,0.0082, ,0.0049, ,0.1395, ,3e-04, ,0.0065, ,0.0041,
 ,0.0114, ,0.008, ,0.7803, ,3e-04, ,0.01, ,0.0074,
 ,1.1964, ,1.1921, ,0.7346, ,4e-04, ,1.3557, ,1.3527,
 ,0.1485, ,0.1445, ,0.2264, ,4e-04, ,0.1442, ,0.1412,
 ,0.0327, ,0.0291, ,0.4712, ,4e-04, ,0.0278, ,0.0252,
 ,0.0097, ,0.0063, ,0.6572, ,4e-04, ,0.0147, ,0.0084,
 ,0.0087, ,0.0052, ,0.1991, ,4e-04, ,0.0069, ,0.0045,
 ,0.3482, ,0.3443, ,0.2917, ,4e-04, ,0.3057, ,0.3027,
 ,0.515, ,0.5107, ,0.2508, ,4e-04, ,0.4819, ,0.4786,
 ,0.0653, ,0.0614, ,0.1404, ,4e-04, ,0.0637, ,0.0607,
 ,0.6969, ,0.6929, ,0.9839, ,3e-04, ,0.6363, ,0.6334,
 ,0.0831, ,0.0792, ,0.1744, ,4e-04, ,0.082, ,0.0792,
 ,0.0081, ,0.0047, ,0.1444, ,4e-04, ,0.0065, ,0.0041,
 ,0.0116, ,0.0082, ,0.813, ,3e-04, ,0.0103, ,0.0077,
 ,1.2576, ,1.2531, ,0.7443, ,5e-04, ,1.116, ,1.1129,
 ,0.1503, ,0.1462, ,0.266, ,3e-04, ,0.146, ,0.143,
 ,0.033, ,0.0295, ,0.5114, ,3e-04, ,0.0296, ,0.0269,
 ,0.013, ,0.0095, ,0.8855, ,6e-04, ,0.0085, ,0.006,
 ,0.0081, ,0.0048, ,0.1451, ,5e-04, ,0.0068, ,0.0044,
 ,0.3345, ,0.3307, ,0.2674, ,4e-04, ,0.242, ,0.2392,
 ,0.5887, ,0.5842, ,0.2468, ,4e-04, ,0.4517, ,0.4483,
 ,0.0729, ,0.062, ,0.1417, ,4e-04, ,0.0612, ,0.0584,
 ,0.6921, ,0.6883, ,1.0082, ,4e-04, ,0.6381, ,0.635,
 ,0.0837, ,0.0799, ,0.1721, ,4e-04, ,0.0826, ,0.0797,
 ,0.0078, ,0.0046, ,0.1512, ,4e-04, ,0.0064, ,0.004,
 ,0.0113, ,0.0079, ,0.8142, ,4e-04, ,0.0105, ,0.0079,
 ,1.1755, ,1.1713, ,0.7461, ,3e-04, ,1.155, ,1.1518,
 ,0.1442, ,0.1401, ,0.2474, ,4e-04, ,0.1514, ,0.1484,
 ,0.0321, ,0.0285, ,0.4744, ,4e-04, ,0.0339, ,0.0312,
 ,0.0098, ,0.0063, ,0.634, ,4e-04, ,0.0088, ,0.0063,
 ,0.008, ,0.0047, ,0.185, ,4e-04, ,0.0068, ,0.0043,
 ,0.3101, ,0.3062, ,0.3051, ,4e-04, ,0.3709, ,0.3675,
 ,0.5289, ,0.5246, ,0.2681, ,4e-04, ,0.5484, ,0.5449,
 ,0.0611, ,0.0572, ,0.1426, ,3e-04, ,0.0695, ,0.0664,
 ,0.6358, ,0.6319, ,1.0343, ,4e-04, ,0.803, ,0.799,
 ,0.0812, ,0.0773, ,0.1744, ,4e-04, ,0.0915, ,0.0883,
 ,0.0082, ,0.0048, ,0.156, ,4e-04, ,0.0076, ,0.0049,
 ,0.0113, ,0.008, ,0.7943, ,4e-04, ,0.0134, ,0.0105,
 ,1.1178, ,1.1137, ,0.7303, ,4e-04, ,1.4536, ,1.4491,
 ,0.1419, ,0.1381, ,0.2593, ,5e-04, ,0.1916, ,0.1883,
 ,0.0316, ,0.0281, ,0.4847, ,4e-04, ,0.0393, ,0.0363,
 ,0.0099, ,0.0064, ,0.6228, ,4e-04, ,0.0093, ,0.0064,
 ,0.0085, ,0.0053, ,0.1793, ,4e-04, ,0.0075, ,0.0048,
 ,0.3057, ,0.302, ,0.3081, ,4e-04, ,0.358, ,0.3548,
 ,0.5399, ,0.5359, ,0.2575, ,4e-04, ,0.5577, ,0.5543,
 ,0.0697, ,0.0659, ,0.1432, ,3e-04, ,0.0678, ,0.0648,
 ,0.8159, ,0.8119, ,1.0525, ,3e-04, ,0.7075, ,0.7044,
 ,0.0814, ,0.0775, ,0.1784, ,4e-04, ,0.0852, ,0.0822,
 ,0.0083, ,0.0049, ,0.1523, ,4e-04, ,0.0073, ,0.0043,
 ,0.0117, ,0.0083, ,0.8706, ,4e-04, ,0.0121, ,0.0093,
 ,1.1661, ,1.1617, ,0.6927, ,4e-04, ,1.1738, ,1.1705,
 ,0.1442, ,0.1402, ,0.2599, ,4e-04, ,0.151, ,0.1475,
 ,0.0311, ,0.0274, ,0.7437, ,3e-04, ,0.0362, ,0.0333,
 ,0.0098, ,0.0064, ,0.5833, ,3e-04, ,0.0085, ,0.006,
 ,0.0082, ,0.0049, ,0.145, ,4e-04, ,0.007, ,0.0044,
 ,0.2989, ,0.2952, ,0.291, ,4e-04, ,0.3167, ,0.3139,
 ,0.4801, ,0.4758, ,0.2686, ,4e-04, ,0.5598, ,0.5565,
 ,0.0639, ,0.0601, ,0.1431, ,4e-04, ,0.064, ,0.0609,
 ,0.635, ,0.6311, ,1.0189, ,4e-04, ,0.7242, ,0.7212,
 ,0.0818, ,0.078, ,0.1734, ,4e-04, ,0.0844, ,0.0815,
 ,0.0079, ,0.0045, ,0.1402, ,3e-04, ,0.0067, ,0.0042,
 ,0.0112, ,0.0077, ,0.8067, ,3e-04, ,0.011, ,0.0084,
 ,1.1243, ,1.1203, ,0.7412, ,4e-04, ,1.1699, ,1.1666,
 ,0.1438, ,0.1397, ,0.2607, ,4e-04, ,0.1462, ,0.1431,
 ,0.0357, ,0.0307, ,0.4704, ,4e-04, ,0.0341, ,0.0313,
 ,0.0103, ,0.0067, ,0.5971, ,4e-04, ,0.0086, ,0.006,
 ,0.0087, ,0.0051, ,0.1579, ,5e-04, ,0.0069, ,0.0045,
 ,0.3268, ,0.3228, ,0.3115, ,3e-04, ,0.3096, ,0.3067,
 ,0.4904, ,0.4861, ,0.2685, ,4e-04, ,0.5111, ,0.508,
 ,0.0659, ,0.0621, ,0.1591, ,4e-04, ,0.0652, ,0.0622,
 ,0.6691, ,0.6637, ,1.0087, ,4e-04, ,0.6574, ,0.6542,
 ,0.0835, ,0.0793, ,0.1797, ,4e-04, ,0.0867, ,0.0836,
 ,0.0084, ,0.0049, ,0.1406, ,4e-04, ,0.0073, ,0.0046,
 ,0.0136, ,0.0082, ,0.7933, ,4e-04, ,0.0119, ,0.0088,
 ,1.1404, ,1.1364, ,0.7181, ,3e-04, ,1.2346, ,1.2313,
 ,0.1453, ,0.1415, ,0.2521, ,5e-04, ,0.1485, ,0.1452,
 ,0.0334, ,0.0277, ,0.4868, ,4e-04, ,0.0333, ,0.0306,
 ,0.0102, ,0.0067, ,0.6267, ,4e-04, ,0.0085, ,0.0061,
 ,0.0085, ,0.0052, ,0.1662, ,5e-04, ,0.0068, ,0.0044,
 ,0.3073, ,0.3034, ,0.349, ,4e-04, ,0.306, ,0.3031,
 ,0.5456, ,0.5404, ,0.2443, ,4e-04, ,0.4821, ,0.479,
 ,0.0785, ,0.0737, ,0.1418, ,4e-04, ,0.0636, ,0.0605,
 ,0.6669, ,0.6631, ,0.9844, ,3e-04, ,0.6565, ,0.6535,
 ,0.0822, ,0.0783, ,0.19, ,4e-04, ,0.0846, ,0.0818,
 ,0.0083, ,0.0049, ,0.154, ,4e-04, ,0.0065, ,0.0041,
 ,0.0134, ,0.0101, ,0.8822, ,4e-04, ,0.0107, ,0.0082,
 ,1.1322, ,1.1281, ,0.9654, ,5e-04, ,1.1308, ,1.1277,
 ,0.145, ,0.141, ,0.2344, ,4e-04, ,0.1676, ,0.1643,
 ,0.0344, ,0.0309, ,0.4776, ,4e-04, ,0.0315, ,0.0288,
 ,0.0098, ,0.0065, ,0.6126, ,4e-04, ,0.0085, ,0.006,
 ,0.0082, ,0.0049, ,0.169, ,4e-04, ,0.0066, ,0.0042,
 ,0.3116, ,0.3078, ,0.3148, ,3e-04, ,0.3024, ,0.2995,
 ,0.4829, ,0.4787, ,0.2615, ,4e-04, ,0.4748, ,0.4715,
 ,0.0639, ,0.0601, ,0.1419, ,4e-04, ,0.0621, ,0.0591,
 ,0.6341, ,0.6301, ,1.0085, ,4e-04, ,0.639, ,0.6359,
 ,0.0815, ,0.0776, ,0.173, ,4e-04, ,0.0806, ,0.0777,
 ,0.0078, ,0.0046, ,0.1412, ,4e-04, ,0.0064, ,0.004,
 ,0.0113, ,0.008, ,0.7987, ,4e-04, ,0.0106, ,0.0081,
 ,1.1508, ,1.1466, ,0.7211, ,3e-04, ,1.2803, ,1.2773,
 ,0.1812, ,0.1763, ,0.2623, ,4e-04, ,0.1451, ,0.1419,
 ,0.0373, ,0.033, ,0.472, ,3e-04, ,0.0303, ,0.0277,
 ,0.0118, ,0.0078, ,0.6352, ,4e-04, ,0.0088, ,0.0064,
 ,0.011, ,0.0067, ,0.1626, ,5e-04, ,0.0065, ,0.0041,
 ,0.3208, ,0.3169, ,0.2912, ,4e-04, ,0.2875, ,0.2847,
 ,0.4937, ,0.4895, ,0.2471, ,4e-04, ,0.4674, ,0.4643,
 ,0.0642, ,0.0603, ,0.1425, ,4e-04, ,0.0616, ,0.0586,
 ,0.6542, ,0.6502, ,0.9782, ,3e-04, ,0.663, ,0.66,
 ,0.0832, ,0.0794, ,0.1748, ,4e-04, ,0.0858, ,0.083,
 ,0.0082, ,0.0048, ,0.141, ,4e-04, ,0.0065, ,0.0041,
 ,0.0113, ,0.0079, ,0.7935, ,4e-04, ,0.0104, ,0.0078,
 ,1.2273, ,1.2232, ,0.7585, ,4e-04, ,1.1417, ,1.1384,
 ,0.1651, ,0.1611, ,0.2229, ,4e-04, ,0.1458, ,0.1428,
 ,0.0325, ,0.0288, ,0.4738, ,4e-04, ,0.0316, ,0.0289,
 ,0.01, ,0.0065, ,0.6013, ,4e-04, ,0.0088, ,0.0062,
 ,0.0081, ,0.0048, ,0.1641, ,4e-04, ,0.0066, ,0.0042,
 ,0.3482, ,0.3444, ,0.2837, ,5e-04, ,0.3137, ,0.311,
 ,0.5019, ,0.4924, ,0.2546, ,4e-04, ,0.4794, ,0.4762,
 ,0.0635, ,0.0597, ,0.1409, ,3e-04, ,0.0616, ,0.0588,
 ,0.6543, ,0.6504, ,0.9632, ,4e-04, ,0.6364, ,0.6334,
 ,0.0823, ,0.0784, ,0.1917, ,4e-04, ,0.0814, ,0.0785,
 ,0.0079, ,0.0047, ,0.1408, ,3e-04, ,0.0065, ,0.004,
 ,0.0115, ,0.008, ,1.0708, ,4e-04, ,0.0104, ,0.0078,
 ,1.1134, ,1.1093, ,0.7117, ,4e-04, ,1.191, ,1.1876,
 ,0.1447, ,0.1407, ,0.2406, ,4e-04, ,0.1423, ,0.1393,
 ,0.0316, ,0.0279, ,0.4645, ,4e-04, ,0.0302, ,0.0275,
 ,0.0098, ,0.0064, ,0.6004, ,4e-04, ,0.0085, ,0.006,
 ,0.0084, ,0.005, ,0.1404, ,4e-04, ,0.0065, ,0.0041,
 ,0.291, ,0.2873, ,0.2859, ,4e-04, ,0.314, ,0.3111,
 ,0.4686, ,0.4645, ,0.247, ,4e-04, ,0.4689, ,0.4655,
 ,0.0624, ,0.0585, ,0.1429, ,4e-04, ,0.0625, ,0.0596,
 ,0.6281, ,0.6242, ,0.9346, ,4e-04, ,0.6533, ,0.6505,
 ,0.0816, ,0.0778, ,0.1868, ,4e-04, ,0.0809, ,0.078,
 ,0.0081, ,0.0047, ,0.1404, ,4e-04, ,0.0066, ,0.0043,
 ,0.0113, ,0.0079, ,0.7821, ,4e-04, ,0.0105, ,0.0077,
 ,1.1272, ,1.1232, ,0.7193, ,4e-04, ,1.1206, ,1.1175,
 ,0.1488, ,0.1448, ,0.2583, ,4e-04, ,0.1437, ,0.1407,
 ,0.0325, ,0.0288, ,0.4745, ,4e-04, ,0.029, ,0.0264,
 ,0.0102, ,0.0068, ,0.6062, ,3e-04, ,0.0085, ,0.0058,
 ,0.0083, ,0.0051, ,0.193, ,3e-04, ,0.0067, ,0.0042,
 ,0.3112, ,0.3073, ,0.2868, ,5e-04, ,0.2853, ,0.2825,
 ,0.5318, ,0.5275, ,0.3146, ,5e-04, ,0.5083, ,0.5052,
 ,0.0651, ,0.0612, ,0.1773, ,5e-04, ,0.0634, ,0.0605,
 ,0.6587, ,0.6548, ,0.9367, ,5e-04, ,0.6823, ,0.6794,
 ,0.0833, ,0.0794, ,0.1514, ,5e-04, ,0.0816, ,0.0787,
 ,0.0086, ,0.0048, ,0.17, ,3e-04, ,0.0065, ,0.0041,
 ,0.0113, ,0.008, ,0.593, ,5e-04, ,0.0106, ,0.008,
 ,1.1641, ,1.1596, ,1.0707, ,5e-04, ,1.1287, ,1.1253,
 ,0.1481, ,0.1441, ,0.1786, ,4e-04, ,0.1437, ,0.1403,
 ,0.0322, ,0.0286, ,0.4897, ,5e-04, ,0.0296, ,0.0269,
 ,0.0099, ,0.0065, ,0.5803, ,5e-04, ,0.0083, ,0.0057,
 ,0.0082, ,0.005, ,0.2678, ,4e-04, ,0.0066, ,0.0041,
 ,0.3242, ,0.3203, ,0.2937, ,4e-04, ,0.308, ,0.3051,
 ,0.4973, ,0.4929, ,0.2869, ,4e-04, ,0.5682, ,0.565,
 ,0.0666, ,0.0628, ,0.142, ,4e-04, ,0.0617, ,0.0589,
 ,0.6791, ,0.6751, ,0.9861, ,4e-04, ,0.6303, ,0.6274,
 ,0.088, ,0.0842, ,0.2865, ,7e-04, ,0.0871, ,0.0807,
 ,0.0081, ,0.0047, ,0.153, ,5e-04, ,0.0064, ,0.0039,
 ,0.0117, ,0.0081, ,0.8106, ,5e-04, ,0.0102, ,0.0077,
 ,1.1622, ,1.1581, ,0.9245, ,4e-04, ,1.1957, ,1.1924,
 ,0.1526, ,0.1486, ,0.1437, ,5e-04, ,0.1433, ,0.1402,
 ,0.0348, ,0.0313, ,0.4413, ,3e-04, ,0.0289, ,0.0264,
 ,0.0101, ,0.0066, ,0.6077, ,4e-04, ,0.0081, ,0.0057,
 ,0.0084, ,0.005, ,0.1685, ,4e-04, ,0.0068, ,0.0044,
 ,0.3268, ,0.3229, ,0.2872, ,4e-04, ,0.2888, ,0.2857,
 ,0.4881, ,0.4839, ,0.2625, ,4e-04, ,0.5721, ,0.5687,
 ,0.0667, ,0.0627, ,0.1411, ,4e-04, ,0.0636, ,0.0606,
 ,0.6593, ,0.6553, ,0.9205, ,4e-04, ,0.6339, ,0.6308,
 ,0.0818, ,0.0781, ,0.1658, ,4e-04, ,0.0814, ,0.0785,
 ,0.0081, ,0.0046, ,0.1394, ,3e-04, ,0.0063, ,0.0039,
 ,0.0117, ,0.0082, ,0.7412, ,4e-04, ,0.0101, ,0.0075,
 ,1.3188, ,1.3142, ,0.7129, ,6e-04, ,1.1128, ,1.1094,
 ,0.1508, ,0.1468, ,0.142, ,5e-04, ,0.1432, ,0.1401,
 ,0.0326, ,0.029, ,0.4302, ,4e-04, ,0.0286, ,0.0259,
 ,0.0102, ,0.0067, ,0.6631, ,5e-04, ,0.0082, ,0.0057,
 ,0.0084, ,0.005, ,0.1397, ,3e-04, ,0.0066, ,0.0041,
 ,0.3178, ,0.314, ,0.2974, ,4e-04, ,5.478, ,5.4745,
 ,0.4844, ,0.48, ,0.261, ,4e-04, ,0.478, ,0.4748,
 ,0.0661, ,0.0622, ,0.1403, ,4e-04, ,0.2649, ,0.2429,
 ,0.6814, ,0.6774, ,0.9095, ,4e-04, ,0.6027, ,0.5994,
 ,0.084, ,0.0798, ,0.1418, ,4e-04, ,0.0949, ,0.0911,
 ,0.0082, ,0.0049, ,0.1391, ,4e-04, ,0.0071, ,0.0046,
 ,0.0114, ,0.008, ,0.7146, ,3e-04, ,0.0105, ,0.0081,
 ,1.1349, ,1.1305, ,0.693, ,4e-04, ,1.0555, ,1.0521,
 ,0.1465, ,0.1423, ,0.1433, ,4e-04, ,0.1464, ,0.1432,
 ,0.0324, ,0.029, ,0.4103, ,4e-04, ,0.0334, ,0.0307,
 ,0.0099, ,0.0064, ,0.6044, ,4e-04, ,0.0084, ,0.006,
 ,0.0083, ,0.0049, ,0.1534, ,4e-04, ,0.0071, ,0.0046,
 ,0.3239, ,0.3202, ,0.305, ,3e-04, ,0.3779, ,0.3747,
 ,0.5194, ,0.515, ,0.2591, ,4e-04, ,0.5029, ,0.4996,
 ,0.0657, ,0.0618, ,0.1426, ,4e-04, ,0.0637, ,0.0608,
 ,0.6662, ,0.6623, ,0.8979, ,4e-04, ,0.6663, ,0.6633,
 ,0.0827, ,0.0789, ,0.3052, ,4e-04, ,0.0832, ,0.0802,
 ,0.0081, ,0.0047, ,0.1742, ,6e-04, ,0.0065, ,0.004,
 ,0.0113, ,0.0079, ,0.7343, ,4e-04, ,0.0107, ,0.0082,
 ,1.2156, ,1.2116, ,0.6687, ,4e-04, ,1.1857, ,1.1826,
 ,0.1459, ,0.142, ,0.1442, ,4e-04, ,0.144, ,0.1409,
 ,0.0313, ,0.0277, ,0.3531, ,4e-04, ,0.0333, ,0.0306,
 ,0.0098, ,0.0063, ,0.5913, ,4e-04, ,0.0083, ,0.0058,
 ,0.0081, ,0.0048, ,0.1423, ,4e-04, ,0.0067, ,0.0043,
 ,0.3106, ,0.3069, ,0.2819, ,4e-04, ,0.3741, ,0.3704,
 ,0.5273, ,0.5233, ,0.2605, ,4e-04, ,0.5029, ,0.4996,
 ,0.0666, ,0.0628, ,0.1422, ,4e-04, ,0.0639, ,0.0609,
 ,0.8071, ,0.7997, ,0.8895, ,4e-04, ,0.6925, ,0.6897,
 ,0.0862, ,0.0824, ,0.1476, ,4e-04, ,0.0831, ,0.0803,
 ,0.0082, ,0.0048, ,0.1415, ,3e-04, ,0.0066, ,0.0042,
 ,0.0116, ,0.0079, ,0.6829, ,4e-04, ,0.0108, ,0.0083,
 ,1.1543, ,1.1502, ,0.6401, ,4e-04, ,1.2612, ,1.2579,
 ,0.1487, ,0.1447, ,0.1445, ,4e-04, ,0.1541, ,0.1512,
 ,0.0318, ,0.0283, ,0.3909, ,3e-04, ,0.034, ,0.0313,
 ,0.0098, ,0.0065, ,0.6405, ,3e-04, ,0.0085, ,0.006,
 ,0.0085, ,0.0052, ,0.1439, ,4e-04, ,0.0068, ,0.0044,
 ,0.3246, ,0.3155, ,0.2428, ,4e-04, ,0.3248, ,0.3219,
 ,0.4805, ,0.4764, ,0.2577, ,4e-04, ,0.5046, ,0.5014,
 ,0.0641, ,0.0604, ,0.1427, ,4e-04, ,0.0635, ,0.0606,
 ,0.6438, ,0.6395, ,0.8352, ,4e-04, ,0.6837, ,0.6806,
 ,0.0826, ,0.0789, ,0.1744, ,4e-04, ,0.0811, ,0.0782,
 ,0.0081, ,0.0047, ,0.1451, ,3e-04, ,0.0065, ,0.0041,
 ,0.0112, ,0.0077, ,0.6998, ,4e-04, ,0.0101, ,0.0077,
 ,1.1136, ,1.1094, ,0.6738, ,3e-04, ,1.239, ,1.2356,
 ,0.1454, ,0.1414, ,0.1439, ,4e-04, ,0.1675, ,0.1642,
 ,0.031, ,0.0275, ,0.3639, ,3e-04, ,0.0317, ,0.0291,
 ,0.01, ,0.0065, ,0.6076, ,4e-04, ,0.0082, ,0.0058,
 ,0.0083, ,0.0049, ,0.1528, ,4e-04, ,0.0067, ,0.0043,
 ,0.304, ,0.3002, ,0.3033, ,4e-04, ,0.3259, ,0.3229,
 ,0.4759, ,0.4718, ,0.2601, ,4e-04, ,0.5655, ,0.5621,
 ,0.0632, ,0.0593, ,0.1415, ,4e-04, ,0.0614, ,0.0584,
 ,0.6359, ,0.632, ,0.8225, ,3e-04, ,0.6979, ,0.695,
 ,0.0822, ,0.0784, ,0.1578, ,4e-04, ,0.0811, ,0.0781,
 ,0.008, ,0.0047, ,0.1407, ,4e-04, ,0.0065, ,0.0041,
 ,0.0115, ,0.0081, ,0.6869, ,3e-04, ,0.0105, ,0.0079,
 ,1.1086, ,1.1046, ,0.6326, ,5e-04, ,1.2355, ,1.2314,
 ,0.1447, ,0.1408, ,0.304, ,6e-04, ,0.1537, ,0.1503,
 ,0.0299, ,0.0263, ,0.3697, ,4e-04, ,0.034, ,0.0313,
 ,0.0097, ,0.0063, ,0.6144, ,4e-04, ,0.0086, ,0.0061,
 ,0.0082, ,0.0048, ,0.1456, ,4e-04, ,0.0072, ,0.0046,
 ,0.3075, ,0.3036, ,0.2933, ,4e-04, ,0.3454, ,0.3425,
 ,0.4878, ,0.4834, ,0.2517, ,4e-04, ,0.5354, ,0.5321,
 ,0.0647, ,0.0609, ,0.1432, ,4e-04, ,0.064, ,0.061,
 ,0.7261, ,0.7217, ,0.8032, ,4e-04, ,0.6786, ,0.6755,
 ,0.0852, ,0.0814, ,0.2354, ,4e-04, ,0.0822, ,0.0792,
 ,0.0082, ,0.0049, ,0.1747, ,6e-04, ,0.008, ,0.005,
 ,0.0119, ,0.0082, ,0.5619, ,5e-04, ,0.0134, ,0.0101,
