Arbrook,FrameTime,SetupTime,Model Switch Time,BGFX,FrameTime,SetupTime,Model Switch Time,Native,FrameTime,SetupTime,Model Switch Time,
 ,1.1248, ,1.1203, ,0.7045, ,3e-04, ,1.2003, ,1.1972,
 ,0.1476, ,0.1436, ,0.2553, ,4e-04, ,0.143, ,0.14,
 ,0.0328, ,0.0292, ,0.468, ,4e-04, ,0.0288, ,0.0261,
 ,0.01, ,0.0065, ,0.6707, ,4e-04, ,0.0081, ,0.0057,
 ,0.0082, ,0.0049, ,0.2036, ,4e-04, ,0.0065, ,0.004,
 ,0.3153, ,0.3115, ,0.2996, ,3e-04, ,0.324, ,0.321,
 ,0.4798, ,0.4755, ,0.2517, ,4e-04, ,0.5278, ,0.5245,
 ,0.0642, ,0.0604, ,0.1422, ,4e-04, ,0.0635, ,0.0606,
 ,0.6411, ,0.6373, ,0.9821, ,4e-04, ,0.6517, ,0.6487,
 ,0.0841, ,0.0802, ,0.176, ,4e-04, ,0.082, ,0.0791,
 ,0.0081, ,0.0047, ,0.145, ,4e-04, ,0.0066, ,0.0041,
 ,0.0118, ,0.0082, ,0.803, ,4e-04, ,0.0104, ,0.0078,
 ,1.1186, ,1.1144, ,0.7349, ,4e-04, ,1.1239, ,1.1206,
 ,0.1459, ,0.1419, ,0.2741, ,3e-04, ,0.1471, ,0.144,
 ,0.032, ,0.0285, ,0.4775, ,4e-04, ,0.0299, ,0.0271,
 ,0.0175, ,0.0137, ,0.6421, ,4e-04, ,0.0082, ,0.0057,
 ,0.0081, ,0.0049, ,0.1814, ,4e-04, ,0.0067, ,0.0043,
 ,0.3109, ,0.3071, ,0.2873, ,4e-04, ,0.2923, ,0.2895,
 ,0.4778, ,0.4736, ,0.3419, ,7e-04, ,0.4761, ,0.4727,
 ,0.0629, ,0.0591, ,0.1511, ,5e-04, ,0.0641, ,0.0611,
 ,0.6386, ,0.6347, ,1.3274, ,4e-04, ,0.6423, ,0.6393,
 ,0.0816, ,0.0778, ,0.1439, ,4e-04, ,0.0826, ,0.0798,
 ,0.008, ,0.0047, ,0.1429, ,4e-04, ,0.0065, ,0.0041,
 ,0.0118, ,0.0083, ,0.7901, ,3e-04, ,0.0102, ,0.0077,
 ,1.1523, ,1.1478, ,0.7344, ,4e-04, ,1.1192, ,1.1162,
 ,0.1476, ,0.1435, ,0.2608, ,4e-04, ,0.1433, ,0.1402,
 ,0.0316, ,0.028, ,0.4713, ,4e-04, ,0.0289, ,0.0262,
 ,0.01, ,0.0064, ,0.64, ,4e-04, ,0.0082, ,0.0056,
 ,0.0084, ,0.0049, ,0.1744, ,3e-04, ,0.0066, ,0.0041,
 ,0.3135, ,0.3097, ,0.297, ,4e-04, ,0.2979, ,0.295,
 ,0.4857, ,0.4815, ,0.2706, ,4e-04, ,0.4686, ,0.4653,
 ,0.0643, ,0.0603, ,0.1432, ,4e-04, ,0.0634, ,0.0605,
 ,0.6374, ,0.6333, ,1.0571, ,3e-04, ,0.6463, ,0.6433,
 ,0.0828, ,0.0789, ,0.1611, ,4e-04, ,0.0823, ,0.0794,
 ,0.0081, ,0.0047, ,0.1416, ,4e-04, ,0.0066, ,0.004,
 ,0.0113, ,0.0079, ,0.8177, ,3e-04, ,0.0101, ,0.0075,
 ,1.1604, ,1.1563, ,0.7352, ,4e-04, ,1.131, ,1.1278,
 ,0.1451, ,0.1412, ,0.2577, ,4e-04, ,0.145, ,0.1419,
 ,0.0311, ,0.0274, ,0.4765, ,4e-04, ,0.0292, ,0.0265,
 ,0.0168, ,0.0064, ,0.6241, ,4e-04, ,0.0086, ,0.0061,
 ,0.008, ,0.0047, ,0.1675, ,4e-04, ,0.0064, ,0.0041,
 ,0.309, ,0.3052, ,0.308, ,3e-04, ,0.3683, ,0.365,
 ,0.4844, ,0.4799, ,0.267, ,3e-04, ,0.5266, ,0.5233,
 ,0.0649, ,0.0606, ,0.142, ,4e-04, ,0.0669, ,0.064,
 ,0.6868, ,0.6828, ,1.0313, ,4e-04, ,0.7332, ,0.7295,
 ,0.0848, ,0.0809, ,0.1774, ,4e-04, ,0.1258, ,0.1224,
 ,0.008, ,0.0047, ,0.1399, ,4e-04, ,0.0085, ,0.0057,
 ,0.0117, ,0.0083, ,0.8105, ,4e-04, ,0.017, ,0.0136,
 ,1.145, ,1.1408, ,0.7387, ,4e-04, ,1.2737, ,1.2701,
 ,0.1465, ,0.1424, ,0.2593, ,5e-04, ,0.1582, ,0.1549,
 ,0.0309, ,0.0274, ,0.519, ,4e-04, ,0.0412, ,0.0383,
 ,0.0097, ,0.0062, ,0.5573, ,4e-04, ,0.0089, ,0.0063,
 ,0.0083, ,0.0048, ,0.1497, ,4e-04, ,0.0073, ,0.0046,
 ,0.3038, ,0.3, ,0.563, ,4e-04, ,0.3402, ,0.3372,
 ,0.5161, ,0.5119, ,0.2639, ,4e-04, ,0.4964, ,0.4931,
 ,0.0639, ,0.0599, ,0.1416, ,4e-04, ,0.0633, ,0.0603,
 ,0.6514, ,0.6475, ,1.0186, ,4e-04, ,0.6976, ,0.6947,
 ,0.0832, ,0.0791, ,0.1762, ,4e-04, ,0.0836, ,0.0807,
 ,0.0081, ,0.0047, ,0.14, ,4e-04, ,0.0066, ,0.0042,
 ,0.0146, ,0.0102, ,0.8003, ,4e-04, ,0.0111, ,0.0086,
 ,1.2939, ,1.2894, ,0.7373, ,4e-04, ,1.1518, ,1.1485,
 ,0.1503, ,0.1462, ,0.2514, ,4e-04, ,0.144, ,0.1409,
 ,0.0315, ,0.028, ,0.475, ,4e-04, ,0.034, ,0.0312,
 ,0.0101, ,0.0066, ,0.5994, ,4e-04, ,0.0084, ,0.006,
 ,0.0089, ,0.0055, ,0.2026, ,3e-04, ,0.0067, ,0.0042,
 ,0.3498, ,0.346, ,0.2631, ,4e-04, ,0.292, ,0.2891,
 ,0.515, ,0.5102, ,0.2577, ,4e-04, ,0.4675, ,0.4643,
 ,0.0639, ,0.06, ,0.142, ,4e-04, ,0.0607, ,0.0576,
 ,0.7467, ,0.7428, ,1.0246, ,4e-04, ,0.6658, ,0.6627,
 ,0.0845, ,0.0804, ,0.1698, ,3e-04, ,0.1071, ,0.1033,
 ,0.0084, ,0.0048, ,0.1405, ,3e-04, ,0.0082, ,0.0053,
 ,0.0114, ,0.0081, ,0.7963, ,4e-04, ,0.0128, ,0.0097,
 ,1.1732, ,1.1691, ,0.7302, ,4e-04, ,1.1336, ,1.1306,
 ,0.1474, ,0.1436, ,0.2491, ,4e-04, ,0.1474, ,0.1443,
 ,0.0309, ,0.0273, ,0.4742, ,4e-04, ,0.0289, ,0.0261,
 ,0.0101, ,0.0065, ,0.6196, ,4e-04, ,0.0088, ,0.0062,
 ,0.0084, ,0.005, ,0.1697, ,4e-04, ,0.0066, ,0.0042,
 ,0.3108, ,0.3068, ,0.3095, ,4e-04, ,0.2895, ,0.2867,
 ,0.4792, ,0.4748, ,0.2655, ,4e-04, ,0.4925, ,0.4893,
 ,0.0632, ,0.0594, ,0.1417, ,4e-04, ,0.0668, ,0.0637,
 ,0.6585, ,0.6546, ,1.0174, ,4e-04, ,0.8557, ,0.8511,
 ,0.0823, ,0.0784, ,0.1761, ,4e-04, ,0.091, ,0.0878,
 ,0.0082, ,0.0047, ,0.1448, ,4e-04, ,0.007, ,0.0043,
 ,0.0112, ,0.0079, ,0.8584, ,4e-04, ,0.011, ,0.0085,
 ,1.117, ,1.1128, ,0.6796, ,4e-04, ,1.3665, ,1.3626,
 ,0.1485, ,0.1444, ,0.2496, ,4e-04, ,0.1488, ,0.1457,
 ,0.0302, ,0.0268, ,0.476, ,3e-04, ,0.0367, ,0.034,
 ,0.0098, ,0.0064, ,0.9196, ,4e-04, ,0.0089, ,0.0063,
 ,0.0084, ,0.005, ,0.164, ,4e-04, ,0.007, ,0.0046,
 ,0.2996, ,0.2958, ,0.3021, ,5e-04, ,0.3364, ,0.3334,
 ,0.5195, ,0.5151, ,0.2752, ,4e-04, ,0.5141, ,0.5106,
 ,0.0639, ,0.06, ,0.1415, ,5e-04, ,0.0643, ,0.0614,
 ,0.6538, ,0.6499, ,1.0162, ,4e-04, ,0.6642, ,0.6613,
 ,0.0844, ,0.0804, ,0.1656, ,4e-04, ,0.0851, ,0.0822,
 ,0.0082, ,0.0049, ,0.1397, ,4e-04, ,0.0066, ,0.0041,
 ,0.0117, ,0.0081, ,0.7874, ,4e-04, ,0.0111, ,0.0086,
 ,1.1194, ,1.1153, ,0.7791, ,4e-04, ,1.1488, ,1.144,
 ,0.1486, ,0.1447, ,0.2041, ,6e-04, ,0.1476, ,0.1446,
 ,0.0309, ,0.0273, ,0.4503, ,5e-04, ,0.0355, ,0.0328,
 ,0.0102, ,0.0068, ,0.6129, ,4e-04, ,0.0117, ,0.0085,
 ,0.0083, ,0.0049, ,0.1579, ,4e-04, ,0.0085, ,0.0054,
 ,0.3152, ,0.3113, ,0.2881, ,4e-04, ,0.3375, ,0.3347,
 ,0.4898, ,0.4857, ,0.253, ,5e-04, ,0.5053, ,0.502,
 ,0.0666, ,0.0627, ,0.1425, ,4e-04, ,0.0656, ,0.0626,
 ,0.6412, ,0.6373, ,0.9852, ,4e-04, ,0.6745, ,0.6714,
 ,0.0836, ,0.0795, ,0.1743, ,4e-04, ,0.0836, ,0.0806,
 ,0.0082, ,0.0047, ,0.1404, ,4e-04, ,0.0066, ,0.0041,
 ,0.0115, ,0.008, ,0.8003, ,3e-04, ,0.0111, ,0.0085,
 ,1.1385, ,1.134, ,0.7375, ,3e-04, ,1.1374, ,1.1342,
 ,0.1467, ,0.1426, ,0.24, ,4e-04, ,0.1454, ,0.1423,
 ,0.0376, ,0.0271, ,0.4723, ,4e-04, ,0.0335, ,0.0307,
 ,0.0098, ,0.0064, ,0.6003, ,4e-04, ,0.0086, ,0.0061,
 ,0.0083, ,0.0048, ,0.1533, ,4e-04, ,0.0095, ,0.0062,
 ,0.3074, ,0.3036, ,0.286, ,4e-04, ,0.3549, ,0.3519,
 ,0.4757, ,0.4714, ,0.2583, ,4e-04, ,0.4909, ,0.4876,
 ,0.0635, ,0.0596, ,0.1432, ,4e-04, ,0.0624, ,0.0594,
 ,0.6434, ,0.6393, ,1.0015, ,4e-04, ,0.6822, ,0.6792,
 ,0.0822, ,0.0783, ,0.1423, ,4e-04, ,0.086, ,0.0831,
 ,0.0081, ,0.0048, ,0.1405, ,4e-04, ,0.0067, ,0.0041,
 ,0.0113, ,0.0079, ,0.7751, ,4e-04, ,0.011, ,0.0084,
 ,1.1575, ,1.1528, ,0.715, ,3e-04, ,1.1544, ,1.1512,
 ,0.1465, ,0.1422, ,0.259, ,4e-04, ,0.1476, ,0.1446,
 ,0.03, ,0.0264, ,0.7197, ,5e-04, ,0.0337, ,0.031,
 ,0.0099, ,0.0064, ,0.5938, ,4e-04, ,0.0088, ,0.0063,
 ,0.0084, ,0.005, ,0.1426, ,4e-04, ,0.0067, ,0.0043,
 ,0.306, ,0.3023, ,0.2835, ,4e-04, ,0.3228, ,0.3199,
 ,0.4839, ,0.4799, ,0.252, ,4e-04, ,0.4851, ,0.4819,
 ,0.0845, ,0.0796, ,0.1438, ,4e-04, ,0.0633, ,0.0604,
 ,0.697, ,0.6929, ,0.9291, ,4e-04, ,0.6687, ,0.6656,
 ,0.085, ,0.081, ,0.1665, ,3e-04, ,0.0831, ,0.0802,
 ,0.0086, ,0.0053, ,0.1409, ,4e-04, ,0.0064, ,0.004,
 ,0.0116, ,0.008, ,0.7771, ,3e-04, ,0.0112, ,0.0086,
 ,1.125, ,1.1208, ,0.7229, ,3e-04, ,1.1511, ,1.1479,
 ,0.1469, ,0.1428, ,0.2435, ,4e-04, ,0.1444, ,0.1412,
 ,0.0395, ,0.0357, ,0.4613, ,4e-04, ,0.0328, ,0.0302,
 ,0.01, ,0.0065, ,0.5992, ,4e-04, ,0.0084, ,0.0059,
 ,0.0084, ,0.0052, ,0.1475, ,5e-04, ,0.0067, ,0.0043,
 ,0.3282, ,0.3244, ,0.2781, ,4e-04, ,0.3075, ,0.3046,
 ,0.4856, ,0.4814, ,0.2525, ,4e-04, ,0.4739, ,0.4707,
 ,0.0638, ,0.0601, ,0.1486, ,3e-04, ,0.0612, ,0.0583,
 ,0.6524, ,0.6485, ,0.9165, ,3e-04, ,0.6492, ,0.6463,
 ,0.0854, ,0.0808, ,0.1746, ,4e-04, ,0.0832, ,0.0803,
 ,0.0106, ,0.0063, ,0.1417, ,4e-04, ,0.0064, ,0.0039,
 ,0.0134, ,0.0092, ,0.7562, ,4e-04, ,0.0105, ,0.0079,
 ,1.1857, ,1.1814, ,0.7054, ,4e-04, ,1.1341, ,1.131,
 ,0.1497, ,0.1457, ,0.2155, ,4e-04, ,0.1483, ,0.1452,
 ,0.0303, ,0.0266, ,0.4491, ,4e-04, ,0.0416, ,0.0382,
 ,0.0099, ,0.0065, ,0.6465, ,4e-04, ,0.0092, ,0.0065,
 ,0.0082, ,0.0049, ,0.1434, ,4e-04, ,0.0071, ,0.0045,
 ,0.3496, ,0.3458, ,0.2303, ,4e-04, ,0.3165, ,0.3135,
 ,0.5133, ,0.509, ,0.2459, ,4e-04, ,0.4855, ,0.4823,
 ,0.0641, ,0.0602, ,0.1423, ,4e-04, ,0.0624, ,0.0595,
 ,0.6462, ,0.6424, ,0.9247, ,4e-04, ,0.6846, ,0.6817,
 ,0.0825, ,0.0785, ,0.1829, ,4e-04, ,0.085, ,0.0821,
 ,0.0079, ,0.0045, ,0.1411, ,3e-04, ,0.0065, ,0.004,
 ,0.0116, ,0.0083, ,0.7459, ,4e-04, ,0.0102, ,0.0078,
 ,1.1981, ,1.194, ,0.6834, ,4e-04, ,1.2174, ,1.2141,
 ,0.1448, ,0.1409, ,0.2126, ,7e-04, ,0.1468, ,0.1438,
 ,0.0302, ,0.0266, ,0.6784, ,5e-04, ,0.0333, ,0.0306,
 ,0.0098, ,0.0063, ,0.6065, ,4e-04, ,0.0085, ,0.006,
 ,0.0083, ,0.0049, ,0.155, ,4e-04, ,0.0065, ,0.004,
 ,0.3792, ,0.3742, ,0.2815, ,4e-04, ,0.338, ,0.3351,
 ,0.5657, ,0.5612, ,0.2517, ,4e-04, ,0.5332, ,0.53,
 ,0.0841, ,0.0802, ,0.1419, ,4e-04, ,0.0625, ,0.0596,
 ,0.6399, ,0.6359, ,0.8904, ,4e-04, ,0.7426, ,0.7395,
 ,0.084, ,0.0798, ,0.1844, ,4e-04, ,0.0835, ,0.0806,
 ,0.0213, ,0.0178, ,0.1551, ,4e-04, ,0.0065, ,0.0041,
 ,0.0119, ,0.0083, ,0.7077, ,4e-04, ,0.0103, ,0.0077,
 ,1.1152, ,1.1112, ,0.6661, ,4e-04, ,1.1961, ,1.1927,
 ,0.1731, ,0.1691, ,0.1854, ,5e-04, ,0.1443, ,0.1412,
 ,0.0298, ,0.0263, ,0.4258, ,4e-04, ,0.0317, ,0.0291,
 ,0.0102, ,0.0066, ,0.6222, ,4e-04, ,0.0084, ,0.0059,
 ,0.0085, ,0.0051, ,0.1599, ,3e-04, ,0.0065, ,0.004,
 ,0.3288, ,0.3208, ,0.2861, ,4e-04, ,0.285, ,0.2822,
 ,0.5146, ,0.5102, ,0.2495, ,4e-04, ,0.4772, ,0.4739,
 ,0.0642, ,0.0602, ,0.1417, ,4e-04, ,0.0632, ,0.0603,
 ,0.6535, ,0.6341, ,0.8994, ,4e-04, ,0.6822, ,0.6794,
 ,0.0824, ,0.0786, ,0.1757, ,4e-04, ,0.0858, ,0.0829,
 ,0.0081, ,0.0047, ,0.14, ,5e-04, ,0.0066, ,0.0042,
 ,0.0111, ,0.0077, ,0.7143, ,4e-04, ,0.0104, ,0.0078,
 ,1.1601, ,1.1555, ,0.6341, ,4e-04, ,1.1421, ,1.139,
 ,0.1451, ,0.141, ,0.2043, ,4e-04, ,0.1475, ,0.1444,
 ,0.0308, ,0.0272, ,0.3649, ,5e-04, ,0.0332, ,0.0305,
 ,0.0098, ,0.0064, ,0.6194, ,5e-04, ,0.0085, ,0.0059,
 ,0.0081, ,0.0048, ,0.1496, ,4e-04, ,0.0068, ,0.0043,
 ,0.3085, ,0.3044, ,0.2864, ,4e-04, ,0.3021, ,0.2992,
 ,0.4827, ,0.4785, ,0.2505, ,4e-04, ,0.4818, ,0.4786,
 ,0.0639, ,0.06, ,0.1425, ,4e-04, ,0.0627, ,0.0598,
 ,0.6294, ,0.6254, ,0.8706, ,4e-04, ,0.6581, ,0.6551,
 ,0.0819, ,0.0781, ,0.199, ,6e-04, ,0.0861, ,0.0831,
 ,0.008, ,0.0046, ,0.1754, ,6e-04, ,0.0066, ,0.0041,
 ,0.0109, ,0.0076, ,0.5812, ,5e-04, ,0.0104, ,0.0079,
 ,1.1375, ,1.1334, ,0.5878, ,5e-04, ,1.1331, ,1.1298,
 ,0.1466, ,0.1426, ,0.1574, ,4e-04, ,0.1441, ,0.141,
 ,0.0308, ,0.0272, ,0.4025, ,3e-04, ,0.0303, ,0.0276,
 ,0.01, ,0.0066, ,0.8877, ,6e-04, ,0.0084, ,0.0058,
 ,0.0085, ,0.0052, ,0.1438, ,4e-04, ,0.0069, ,0.0046,
 ,0.3158, ,0.3121, ,0.2392, ,4e-04, ,0.3344, ,0.3306,
 ,0.482, ,0.4775, ,0.2571, ,4e-04, ,0.5419, ,0.5374,
 ,0.0637, ,0.0598, ,0.1437, ,4e-04, ,0.0656, ,0.0625,
 ,0.6804, ,0.6764, ,0.8416, ,4e-04, ,0.8127, ,0.8084,
 ,0.0828, ,0.0791, ,0.1804, ,4e-04, ,0.1078, ,0.1044,
 ,0.0082, ,0.0046, ,0.1585, ,4e-04, ,0.0076, ,0.0049,
 ,0.0111, ,0.0078, ,0.6744, ,4e-04, ,0.0117, ,0.009,
 ,1.1218, ,1.1175, ,0.608, ,4e-04, ,1.1416, ,1.1384,
 ,0.1906, ,0.18, ,0.1434, ,4e-04, ,0.1484, ,0.1452,
 ,0.0308, ,0.0273, ,0.4138, ,4e-04, ,0.0326, ,0.0299,
 ,0.0097, ,0.0062, ,0.5992, ,4e-04, ,0.0084, ,0.0059,
 ,0.0082, ,0.005, ,0.141, ,3e-04, ,0.0071, ,0.0045,
 ,0.3078, ,0.3039, ,0.2714, ,4e-04, ,0.3125, ,0.3095,
 ,0.4851, ,0.4808, ,0.2489, ,4e-04, ,0.4942, ,0.4909,
 ,0.0668, ,0.0629, ,0.1428, ,4e-04, ,0.0638, ,0.0607,
 ,0.6551, ,0.6511, ,0.8318, ,4e-04, ,0.6542, ,0.6512,
 ,0.0845, ,0.0807, ,0.1837, ,4e-04, ,0.0859, ,0.083,
 ,0.008, ,0.0047, ,0.1411, ,3e-04, ,0.007, ,0.0045,
 ,0.0113, ,0.0079, ,0.6836, ,4e-04, ,0.0106, ,0.0081,
 ,1.2272, ,1.2227, ,0.6571, ,3e-04, ,1.1461, ,1.1429,
 ,0.1447, ,0.1408, ,0.1435, ,4e-04, ,0.1485, ,0.1455,
 ,0.0302, ,0.0267, ,0.3496, ,4e-04, ,0.0329, ,0.0302,
 ,0.0097, ,0.0063, ,0.6089, ,4e-04, ,0.0086, ,0.0061,
 ,0.0083, ,0.0049, ,0.1469, ,4e-04, ,0.0067, ,0.0042,
 ,0.3077, ,0.3039, ,0.3054, ,4e-04, ,0.3165, ,0.3134,
 ,0.4708, ,0.4668, ,0.2456, ,5e-04, ,0.4916, ,0.4884,
 ,0.0617, ,0.0579, ,0.1469, ,4e-04, ,0.0636, ,0.0607,
 ,0.6612, ,0.6572, ,0.8416, ,4e-04, ,0.6631, ,0.6602,
 ,0.0819, ,0.078, ,0.1777, ,4e-04, ,0.0871, ,0.0841,
 ,0.0079, ,0.0046, ,0.1402, ,4e-04, ,0.0067, ,0.0042,
 ,0.0112, ,0.0078, ,0.6764, ,4e-04, ,0.0111, ,0.0085,
 ,1.1843, ,1.1801, ,0.5968, ,4e-04, ,1.2312, ,1.2273,
 ,0.1497, ,0.1457, ,0.1432, ,4e-04, ,0.1485, ,0.1454,
 ,0.0305, ,0.027, ,0.377, ,3e-04, ,0.0314, ,0.0289,
 ,0.0098, ,0.0063, ,0.6087, ,4e-04, ,0.0084, ,0.0059,
 ,0.0102, ,0.0069, ,0.1408, ,3e-04, ,0.0067, ,0.0042,
 ,0.3552, ,0.3513, ,0.2834, ,3e-04, ,0.3004, ,0.2975,
 ,0.4977, ,0.4933, ,0.2852, ,4e-04, ,0.4885, ,0.4852,
 ,0.0664, ,0.0626, ,0.1479, ,5e-04, ,0.0627, ,0.0598,
 ,0.6654, ,0.6614, ,1.087, ,3e-04, ,0.6856, ,0.6827,
 ,0.087, ,0.0831, ,0.1779, ,4e-04, ,0.0838, ,0.0808,
 ,0.0106, ,0.0072, ,0.1408, ,4e-04, ,0.0067, ,0.0043,
 ,0.0126, ,0.0091, ,0.6801, ,4e-04, ,0.0104, ,0.0078,
 ,1.4381, ,1.4335, ,0.6066, ,4e-04, ,1.3962, ,1.3929,
 ,0.1674, ,0.1605, ,0.148, ,4e-04, ,0.1432, ,0.1402,
 ,0.0392, ,0.0354, ,0.3634, ,4e-04, ,0.0325, ,0.0298,
 ,0.0117, ,0.0081, ,0.6199, ,4e-04, ,0.0082, ,0.0057,
 ,0.0102, ,0.0064, ,0.1526, ,5e-04, ,0.0066, ,0.0041,
 ,0.3976, ,0.3917, ,0.2961, ,5e-04, ,0.2975, ,0.2946,
 ,0.6789, ,0.6745, ,0.2503, ,4e-04, ,0.4686, ,0.4654,
 ,0.0916, ,0.0875, ,0.1417, ,4e-04, ,0.0612, ,0.0582,
 ,0.7218, ,0.7163, ,0.8628, ,4e-04, ,0.719, ,0.7159,
 ,0.0883, ,0.0843, ,0.1762, ,4e-04, ,0.0837, ,0.0807,
 ,0.0229, ,0.0056, ,0.1399, ,3e-04, ,0.0067, ,0.0043,
 ,0.0149, ,0.0093, ,0.7121, ,4e-04, ,0.0104, ,0.0078,
 ,1.1896, ,1.1854, ,0.566, ,4e-04, ,1.1279, ,1.1247,
 ,0.1775, ,0.1733, ,0.1432, ,3e-04, ,0.1427, ,0.1396,
 ,0.0359, ,0.0322, ,0.3761, ,4e-04, ,0.0308, ,0.0282,
 ,0.0108, ,0.0075, ,0.6538, ,3e-04, ,0.0082, ,0.0057,
 ,0.0089, ,0.0055, ,0.1498, ,4e-04, ,0.0066, ,0.0042,
 ,0.3398, ,0.3359, ,0.2929, ,3e-04, ,0.2974, ,0.2946,
 ,0.7142, ,0.7098, ,0.2487, ,4e-04, ,0.5411, ,0.5379,
 ,0.0716, ,0.0675, ,0.1419, ,4e-04, ,0.061, ,0.058,
 ,0.7038, ,0.699, ,0.8415, ,4e-04, ,0.6443, ,0.6413,
 ,0.0875, ,0.0837, ,0.1626, ,3e-04, ,0.0833, ,0.0804,
 ,0.0084, ,0.0049, ,0.1404, ,3e-04, ,0.0067, ,0.0042,
 ,0.013, ,0.0095, ,0.665, ,3e-04, ,0.0103, ,0.0078,
 ,1.1816, ,1.1773, ,0.6117, ,4e-04, ,1.2132, ,1.2102,
 ,0.1527, ,0.1486, ,0.1469, ,4e-04, ,0.1409, ,0.1379,
 ,0.0365, ,0.033, ,0.3989, ,4e-04, ,0.0297, ,0.027,
 ,0.0102, ,0.0069, ,0.621, ,4e-04, ,0.0082, ,0.0057,
 ,0.009, ,0.0053, ,0.1622, ,4e-04, ,0.0065, ,0.0041,
 ,0.3325, ,0.3287, ,0.2935, ,4e-04, ,0.2872, ,0.2843,
 ,0.5285, ,0.5243, ,0.2472, ,4e-04, ,0.5388, ,0.5356,
 ,0.067, ,0.0632, ,0.1426, ,4e-04, ,0.0628, ,0.0599,
 ,0.6693, ,0.6654, ,0.8767, ,4e-04, ,0.6522, ,0.6493,
 ,0.0855, ,0.0816, ,0.188, ,5e-04, ,0.0829, ,0.0799,
 ,0.0083, ,0.005, ,0.1421, ,5e-04, ,0.0063, ,0.0039,
 ,0.0119, ,0.0086, ,0.9088, ,3e-04, ,0.0101, ,0.0076,
 ,1.2573, ,1.2532, ,0.6386, ,4e-04, ,1.1155, ,1.1124,
 ,0.1484, ,0.1444, ,0.1445, ,4e-04, ,0.1421, ,0.139,
 ,0.0359, ,0.0323, ,0.3756, ,3e-04, ,0.0291, ,0.0264,
 ,0.0103, ,0.0069, ,0.6061, ,4e-04, ,0.0083, ,0.0058,
 ,0.0085, ,0.0051, ,0.1583, ,4e-04, ,0.0066, ,0.0042,
 ,0.3278, ,0.3241, ,0.282, ,4e-04, ,0.2979, ,0.2951,
 ,0.5202, ,0.5161, ,0.2488, ,4e-04, ,0.4704, ,0.4672,
 ,0.0653, ,0.0615, ,0.1424, ,3e-04, ,0.0836, ,0.0799,
 ,0.6665, ,0.6626, ,0.877, ,3e-04, ,0.8763, ,0.8723,
 ,0.084, ,0.0802, ,0.1639, ,4e-04, ,0.0865, ,0.0834,
 ,0.0082, ,0.005, ,0.1416, ,4e-04, ,0.0067, ,0.0042,
 ,0.0118, ,0.0084, ,0.7252, ,4e-04, ,0.0108, ,0.0082,
 ,1.1372, ,1.1332, ,0.5832, ,4e-04, ,1.1264, ,1.1232,
 ,0.147, ,0.1432, ,0.1499, ,4e-04, ,0.1452, ,0.1421,
 ,0.0338, ,0.0303, ,0.4215, ,4e-04, ,0.0315, ,0.0288,
 ,0.0098, ,0.0064, ,0.6301, ,3e-04, ,0.0111, ,0.0079,
 ,0.0114, ,0.0071, ,0.1633, ,4e-04, ,0.0081, ,0.0053,
 ,0.3449, ,0.3411, ,0.2791, ,4e-04, ,0.3118, ,0.3088,
 ,0.5491, ,0.545, ,0.2459, ,4e-04, ,0.4755, ,0.4724,
 ,0.0661, ,0.0623, ,0.1413, ,4e-04, ,0.0623, ,0.0594,
 ,0.6896, ,0.6855, ,0.9137, ,3e-04, ,0.6511, ,0.648,
 ,0.0834, ,0.0796, ,0.1718, ,4e-04, ,0.0844, ,0.0814,
 ,0.0084, ,0.005, ,0.1396, ,4e-04, ,0.0063, ,0.004,
 ,0.0119, ,0.0084, ,0.708, ,4e-04, ,0.0106, ,0.008,
 ,1.2634, ,1.2541, ,0.6524, ,4e-04, ,1.1102, ,1.1072,
 ,0.1994, ,0.1953, ,0.1621, ,4e-04, ,0.145, ,0.1419,
 ,0.0342, ,0.0307, ,0.4173, ,4e-04, ,0.0314, ,0.0287,
 ,0.0104, ,0.0068, ,0.6234, ,4e-04, ,0.0082, ,0.0058,
 ,0.0083, ,0.0049, ,0.1748, ,4e-04, ,0.007, ,0.0045,
 ,0.3203, ,0.3165, ,0.2755, ,3e-04, ,0.3141, ,0.3113,
 ,0.5217, ,0.5175, ,0.2535, ,3e-04, ,0.4708, ,0.4675,
 ,0.0638, ,0.0599, ,0.1426, ,5e-04, ,0.0609, ,0.0579,
 ,0.6722, ,0.6682, ,0.8964, ,4e-04, ,0.6389, ,0.636,
 ,0.0826, ,0.0788, ,0.1727, ,4e-04, ,0.0829, ,0.08,
 ,0.0082, ,0.0046, ,0.1432, ,4e-04, ,0.0065, ,0.0042,
 ,0.0114, ,0.008, ,0.7249, ,4e-04, ,0.0102, ,0.0076,
 ,1.2114, ,1.2072, ,0.9571, ,6e-04, ,1.14, ,1.1369,
 ,0.146, ,0.1422, ,0.1713, ,4e-04, ,0.1427, ,0.1397,
 ,0.033, ,0.0295, ,0.4512, ,3e-04, ,0.0294, ,0.0268,
 ,0.0097, ,0.0063, ,0.6265, ,4e-04, ,0.0083, ,0.0057,
 ,0.0081, ,0.0048, ,0.1707, ,4e-04, ,0.0066, ,0.0042,
 ,0.3391, ,0.3353, ,0.2756, ,4e-04, ,0.2828, ,0.28,
 ,0.4942, ,0.49, ,0.248, ,3e-04, ,0.5009, ,0.4975,
