Arbrook,Model Switch Time,BGFX,Model Switch Time,Native,Model Switch Time,
 ,0.3482, ,4e-04, ,0.3786,
 ,0.0205, ,4e-04, ,0.0198,
 ,0.1254, ,3e-04, ,0.0316,
 ,0.0169, ,6e-04, ,0.0203,
 ,0.018, ,4e-04, ,0.0181,
 ,0.106, ,4e-04, ,0.1096,
 ,0.1799, ,6e-04, ,0.2063,
 ,0.0193, ,3e-04, ,0.0175,
 ,0.2714, ,3e-04, ,0.2178,
 ,0.0187, ,4e-04, ,0.0167,
 ,0.0202, ,3e-04, ,0.0191,
 ,0.021, ,6e-04, ,0.0206,
 ,0.5769, ,3e-04, ,0.2966,
 ,0.0226, ,4e-04, ,0.0212,
 ,0.0327, ,3e-04, ,0.03,
 ,0.0182, ,4e-04, ,0.0183,
 ,0.0179, ,4e-04, ,0.0175,
 ,0.1945, ,4e-04, ,0.1929,
 ,0.1381, ,5e-04, ,0.127,
 ,0.0186, ,4e-04, ,0.0204,
 ,0.3906, ,3e-04, ,0.2896,
 ,0.0208, ,4e-04, ,0.019,
 ,0.0202, ,3e-04, ,0.0201,
 ,0.0207, ,6e-04, ,0.0256,
 ,0.3807, ,5e-04, ,0.6605,
 ,0.0564, ,6e-04, ,0.0216,
 ,0.0327, ,6e-04, ,0.0316,
 ,0.019, ,6e-04, ,0.02,
 ,0.0192, ,6e-04, ,0.0186,
 ,0.0989, ,6e-04, ,0.0988,
 ,0.2354, ,6e-04, ,0.2412,
 ,0.0172, ,4e-04, ,0.0195,
 ,0.2653, ,3e-04, ,0.2944,
 ,0.0176, ,5e-04, ,0.0202,
 ,0.0196, ,4e-04, ,0.0197,
 ,0.0239, ,6e-04, ,0.0208,
 ,0.3544, ,4e-04, ,0.3637,
 ,0.0191, ,6e-04, ,0.0218,
 ,0.0343, ,6e-04, ,0.0333,
 ,0.0211, ,5e-04, ,0.0195,
 ,0.0189, ,5e-04, ,0.018,
 ,0.3351, ,4e-04, ,0.0989,
 ,0.5239, ,6e-04, ,0.1663,
 ,0.0206, ,3e-04, ,0.0177,
 ,0.2186, ,2e-04, ,0.2145,
 ,0.0237, ,3e-04, ,0.0246,
 ,0.0202, ,4e-04, ,0.0192,
 ,0.0233, ,6e-04, ,0.0211,
 ,0.3185, ,5e-04, ,0.3172,
 ,0.0247, ,3e-04, ,0.0245,
 ,0.0328, ,3e-04, ,0.0299,
 ,0.0185, ,4e-04, ,0.0188,
 ,0.0183, ,4e-04, ,0.0188,
 ,0.1271, ,4e-04, ,0.1709,
 ,0.1399, ,4e-04, ,0.4167,
 ,0.0162, ,3e-04, ,0.0234,
 ,0.2693, ,3e-04, ,0.2894,
 ,0.0181, ,4e-04, ,0.0181,
 ,0.0195, ,3e-04, ,0.0201,
 ,0.021, ,5e-04, ,0.0228,
 ,0.3684, ,5e-04, ,0.3936,
 ,0.0218, ,8e-04, ,0.0239,
 ,0.0309, ,2e-04, ,0.0313,
 ,0.0235, ,6e-04, ,0.0193,
 ,0.0183, ,6e-04, ,0.0188,
 ,0.0973, ,4e-04, ,0.0974,
 ,0.2412, ,6e-04, ,0.2299,
 ,0.0203, ,3e-04, ,0.0177,
 ,0.2219, ,3e-04, ,0.3036,
 ,0.0184, ,4e-04, ,0.0198,
 ,0.0213, ,4e-04, ,0.0203,
 ,0.022, ,7e-04, ,0.0211,
 ,0.8367, ,6e-04, ,0.3273,
 ,0.0254, ,4e-04, ,0.0199,
 ,0.0378, ,3e-04, ,0.1233,
 ,0.0186, ,6e-04, ,0.0178,
 ,0.02, ,5e-04, ,0.021,
 ,0.2089, ,5e-04, ,0.0982,
 ,0.1593, ,3e-04, ,0.1659,
 ,0.0173, ,3e-04, ,0.0219,
 ,0.4407, ,3e-04, ,0.2206,
 ,0.0191, ,3e-04, ,0.0216,
 ,0.0196, ,3e-04, ,0.02,
 ,0.0207, ,4e-04, ,0.0218,
 ,0.4351, ,4e-04, ,0.9433,
 ,0.022, ,4e-04, ,0.0315,
 ,0.0356, ,2e-04, ,0.0324,
 ,0.0181, ,4e-04, ,0.0216,
 ,0.0186, ,4e-04, ,0.02,
 ,0.0985, ,4e-04, ,0.1625,
 ,0.2619, ,6e-04, ,0.1353,
 ,0.017, ,4e-04, ,0.0183,
 ,0.2323, ,3e-04, ,0.2748,
 ,0.0173, ,6e-04, ,0.0209,
 ,0.0196, ,4e-04, ,0.0196,
 ,0.0206, ,0.001, ,0.0223,
 ,0.3589, ,4e-04, ,0.3436,
 ,0.0261, ,5e-04, ,0.0262,
 ,0.0316, ,3e-04, ,0.0314,
 ,0.0195, ,4e-04, ,0.0191,
 ,0.0206, ,4e-04, ,0.0181,
 ,0.0985, ,7e-04, ,0.0971,
 ,0.2234, ,6e-04, ,0.2212,
 ,0.0168, ,4e-04, ,0.0175,
 ,0.2693, ,3e-04, ,0.2024,
 ,0.0185, ,3e-04, ,0.0202,
 ,0.0209, ,3e-04, ,0.0201,
 ,0.0208, ,6e-04, ,0.021,
 ,0.4286, ,4e-04, ,0.2983,
 ,0.0213, ,4e-04, ,0.0186,
 ,0.0355, ,4e-04, ,0.0305,
 ,0.0214, ,4e-04, ,0.0195,
 ,0.0209, ,4e-04, ,0.0232,
 ,0.2035, ,5e-04, ,0.1934,
 ,0.197, ,5e-04, ,0.157,
 ,0.0193, ,4e-04, ,0.063,
 ,0.4033, ,3e-04, ,0.4306,
 ,0.0206, ,3e-04, ,0.0201,
 ,0.0233, ,3e-04, ,0.02,
 ,0.0247, ,7e-04, ,0.021,
 ,0.5749, ,7e-04, ,0.3354,
 ,0.0605, ,4e-04, ,0.0221,
 ,0.0396, ,0.0011, ,0.0326,
 ,0.022, ,3e-04, ,0.0196,
 ,0.0266, ,4e-04, ,0.0182,
 ,0.4938, ,7e-04, ,0.1365,
 ,0.3212, ,4e-04, ,0.144,
 ,0.0194, ,4e-04, ,0.0168,
 ,0.2973, ,3e-04, ,0.248,
 ,0.0226, ,5e-04, ,0.0172,
 ,0.021, ,3e-04, ,0.0198,
 ,0.0239, ,5e-04, ,0.0216,
 ,0.4419, ,4e-04, ,0.3924,
 ,0.0199, ,4e-04, ,0.0217,
 ,0.1347, ,3e-04, ,0.0316,
 ,0.0182, ,5e-04, ,0.0214,
 ,0.019, ,4e-04, ,0.0214,
 ,0.1115, ,5e-04, ,0.1004,
 ,0.233, ,4e-04, ,0.2188,
 ,0.0203, ,4e-04, ,0.0181,
 ,0.2985, ,3e-04, ,0.217,
 ,0.0183, ,4e-04, ,0.0173,
 ,0.02, ,3e-04, ,0.0201,
 ,0.0246, ,4e-04, ,0.0206,
 ,0.3654, ,4e-04, ,0.3022,
 ,0.0197, ,4e-04, ,0.0233,
 ,0.0346, ,2e-04, ,0.0318,
 ,0.0182, ,4e-04, ,0.0186,
 ,0.0182, ,6e-04, ,0.0177,
 ,0.2524, ,4e-04, ,0.1969,
 ,0.1796, ,6e-04, ,0.1314,
 ,0.0184, ,5e-04, ,0.0198,
 ,0.6686, ,4e-04, ,0.281,
 ,0.0189, ,6e-04, ,0.0208,
 ,0.0202, ,2e-04, ,0.022,
 ,0.0242, ,6e-04, ,0.0213,
 ,0.4294, ,8e-04, ,0.4081,
 ,0.024, ,3e-04, ,0.0231,
 ,0.0358, ,3e-04, ,0.0318,
 ,0.0187, ,7e-04, ,0.0199,
 ,0.0184, ,7e-04, ,0.0181,
 ,0.1014, ,4e-04, ,0.097,
 ,0.2928, ,6e-04, ,0.2371,
 ,0.0194, ,4e-04, ,0.0204,
 ,0.3028, ,3e-04, ,0.2557,
 ,0.0199, ,3e-04, ,0.018,
 ,0.0228, ,6e-04, ,0.021,
 ,0.0246, ,4e-04, ,0.0275,
 ,0.4069, ,4e-04, ,0.3614,
 ,0.0208, ,4e-04, ,0.0232,
 ,0.0387, ,2e-04, ,0.0331,
 ,0.0191, ,4e-04, ,0.02,
 ,0.0184, ,4e-04, ,0.018,
 ,0.2061, ,4e-04, ,0.0975,
 ,0.2168, ,6e-04, ,0.1977,
 ,0.0207, ,4e-04, ,0.0181,
 ,1.0273, ,3e-04, ,0.2171,
 ,0.0601, ,3e-04, ,0.0174,
 ,0.0197, ,4e-04, ,0.0197,
 ,0.0238, ,5e-04, ,0.0207,
 ,0.3515, ,3e-04, ,0.5178,
 ,0.0247, ,3e-04, ,0.1557,
 ,0.0361, ,2e-04, ,0.0318,
 ,0.0185, ,5e-04, ,0.0193,
 ,0.019, ,5e-04, ,0.0182,
 ,0.1606, ,5e-04, ,0.1796,
 ,0.1547, ,6e-04, ,0.1291,
 ,0.0177, ,3e-04, ,0.0196,
 ,0.2494, ,2e-04, ,0.3572,
 ,0.0183, ,3e-04, ,0.0224,
 ,0.0197, ,3e-04, ,0.0206,
 ,0.0231, ,4e-04, ,0.0223,
 ,0.522, ,4e-04, ,0.4013,
 ,0.0267, ,4e-04, ,0.0221,
 ,0.035, ,4e-04, ,0.0317,
 ,0.0199, ,7e-04, ,0.0204,
 ,0.0185, ,4e-04, ,0.0197,
 ,0.1057, ,5e-04, ,0.1019,
 ,0.1907, ,4e-04, ,0.2288,
 ,0.017, ,3e-04, ,0.0181,
 ,0.2642, ,2e-04, ,0.2315,
 ,0.018, ,3e-04, ,0.0185,
 ,0.0203, ,5e-04, ,0.0194,
 ,0.0282, ,4e-04, ,0.0209,
 ,0.3735, ,5e-04, ,0.325,
 ,0.0212, ,4e-04, ,0.019,
 ,0.0354, ,3e-04, ,0.1234,
 ,0.0188, ,4e-04, ,0.018,
 ,0.0199, ,4e-04, ,0.019,
 ,0.1657, ,4e-04, ,0.1073,
 ,0.1764, ,6e-04, ,0.1735,
 ,0.0181, ,4e-04, ,0.0572,
 ,0.9733, ,3e-04, ,0.4563,
 ,0.0202, ,4e-04, ,0.0241,
 ,0.0206, ,4e-04, ,0.0191,
 ,0.0221, ,5e-04, ,0.0229,
 ,0.4303, ,6e-04, ,0.3722,
 ,0.028, ,5e-04, ,0.022,
 ,0.0374, ,3e-04, ,0.0336,
 ,0.0244, ,5e-04, ,0.0202,
 ,0.019, ,5e-04, ,0.0176,
 ,0.1096, ,3e-04, ,0.1596,
 ,0.2874, ,5e-04, ,0.1474,
 ,0.0167, ,3e-04, ,0.0174,
 ,0.25, ,3e-04, ,0.2743,
 ,0.0174, ,3e-04, ,0.0222,
 ,0.0229, ,5e-04, ,0.0195,
 ,0.0214, ,6e-04, ,0.0209,
 ,0.3778, ,4e-04, ,0.377,
 ,0.02, ,4e-04, ,0.0201,
 ,0.0327, ,2e-04, ,0.0342,
 ,0.0237, ,6e-04, ,0.0199,
 ,0.0186, ,4e-04, ,0.018,
 ,0.1054, ,4e-04, ,0.1066,
 ,0.3718, ,4e-04, ,0.2372,
 ,0.0162, ,5e-04, ,0.0188,
 ,0.646, ,4e-04, ,0.2508,
 ,0.0185, ,5e-04, ,0.0188,
 ,0.0202, ,4e-04, ,0.0207,
 ,0.0231, ,4e-04, ,0.0224,
 ,0.3318, ,3e-04, ,0.3483,
 ,0.0247, ,3e-04, ,0.0236,
 ,0.0331, ,3e-04, ,0.034,
 ,0.0199, ,3e-04, ,0.0197,
 ,0.0189, ,3e-04, ,0.0178,
 ,0.1807, ,4e-04, ,0.2111,
 ,0.1517, ,4e-04, ,0.1799,
 ,0.0168, ,9e-04, ,0.0237,
 ,0.2915, ,4e-04, ,0.2311,
 ,0.0176, ,3e-04, ,0.0213,
 ,0.0198, ,2e-04, ,0.0207,
 ,0.024, ,5e-04, ,0.0225,
 ,0.3827, ,4e-04, ,0.3198,
 ,0.024, ,4e-04, ,0.0222,
 ,0.0328, ,3e-04, ,0.0319,
 ,0.0187, ,4e-04, ,0.02,
 ,0.0199, ,4e-04, ,0.018,
 ,0.1115, ,4e-04, ,0.1682,
 ,0.2528, ,5e-04, ,0.1525,
 ,0.0174, ,5e-04, ,0.0253,
 ,0.2788, ,3e-04, ,0.2656,
 ,0.0181, ,3e-04, ,0.0178,
 ,0.0199, ,3e-04, ,0.0196,
 ,0.0216, ,5e-04, ,0.0218,
 ,0.3737, ,4e-04, ,0.3562,
 ,0.0219, ,3e-04, ,0.0226,
 ,0.3051, ,2e-04, ,0.0312,
 ,0.0179, ,5e-04, ,0.0208,
 ,0.0187, ,4e-04, ,0.0182,
 ,0.1113, ,4e-04, ,0.1131,
 ,0.1955, ,5e-04, ,0.2054,
 ,0.0212, ,5e-04, ,0.0177,
 ,0.2849, ,2e-04, ,0.236,
 ,0.0194, ,4e-04, ,0.0177,
 ,0.0235, ,3e-04, ,0.0268,
 ,0.0212, ,4e-04, ,0.0255,
 ,0.341, ,3e-04, ,0.6682,
 ,0.0193, ,4e-04, ,0.0219,
 ,0.0343, ,0.001, ,0.0343,
 ,0.0185, ,3e-04, ,0.0195,
 ,0.0185, ,6e-04, ,0.018,
 ,0.164, ,5e-04, ,0.2007,
 ,0.1469, ,5e-04, ,0.1477,
 ,0.0159, ,4e-04, ,0.0187,
 ,0.3964, ,2e-04, ,0.2953,
 ,0.0224, ,5e-04, ,0.0176,
 ,0.0216, ,3e-04, ,0.0197,
 ,0.0225, ,5e-04, ,0.0228,
 ,0.4236, ,4e-04, ,0.4037,
 ,0.0254, ,4e-04, ,0.0244,
 ,0.0333, ,2e-04, ,0.0328,
 ,0.0193, ,5e-04, ,0.0197,
 ,0.0194, ,5e-04, ,0.0189,
 ,0.1072, ,6e-04, ,0.1104,
 ,0.2333, ,5e-04, ,0.2532,
 ,0.0173, ,5e-04, ,0.0179,
 ,0.44, ,4e-04, ,0.2289,
 ,0.0714, ,4e-04, ,0.0176,
 ,0.0197, ,4e-04, ,0.02,
 ,0.0227, ,4e-04, ,0.0219,
 ,0.3439, ,4e-04, ,0.3537,
 ,0.0187, ,4e-04, ,0.0269,
 ,0.0372, ,3e-04, ,0.0337,
 ,0.0181, ,4e-04, ,0.0206,
 ,0.0186, ,4e-04, ,0.0185,
 ,0.1377, ,4e-04, ,0.3498,
 ,0.1931, ,5e-04, ,0.1782,
 ,0.017, ,4e-04, ,0.0172,
 ,0.5807, ,3e-04, ,0.2314,
 ,0.0199, ,3e-04, ,0.0181,
 ,0.0203, ,3e-04, ,0.0199,
 ,0.0213, ,5e-04, ,0.0212,
 ,0.346, ,4e-04, ,0.3171,
 ,0.0207, ,4e-04, ,0.0265,
 ,0.0363, ,3e-04, ,0.0329,
 ,0.0187, ,4e-04, ,0.0203,
 ,0.0182, ,4e-04, ,0.0303,
 ,0.1436, ,3e-04, ,0.1805,
 ,0.1533, ,3e-04, ,0.3668,
 ,0.0165, ,4e-04, ,0.018,
 ,0.2468, ,3e-04, ,0.389,
 ,0.0179, ,3e-04, ,0.0226,
 ,0.0189, ,4e-04, ,0.024,
 ,0.0218, ,5e-04, ,0.0239,
 ,0.4315, ,4e-04, ,0.4923,
 ,0.0201, ,4e-04, ,0.0257,
 ,0.2976, ,6e-04, ,0.05,
 ,0.0185, ,5e-04, ,0.0241,
 ,0.0211, ,5e-04, ,0.0252,
 ,0.1093, ,5e-04, ,0.1359,
 ,0.2243, ,6e-04, ,0.5516,
 ,0.0286, ,2e-04, ,0.0206,
 ,0.2577, ,2e-04, ,0.3228,
 ,0.0181, ,4e-04, ,0.0218,
 ,0.0205, ,4e-04, ,0.023,
 ,0.0215, ,4e-04, ,0.0257,
 ,0.3462, ,5e-04, ,0.4626,
 ,0.0194, ,4e-04, ,0.0244,
 ,0.0346, ,3e-04, ,0.1254,
 ,0.0186, ,5e-04, ,0.0193,
 ,0.0187, ,4e-04, ,0.0197,
 ,0.4181, ,4e-04, ,0.1231,
 ,0.1617, ,6e-04, ,0.2125,
 ,0.0176, ,5e-04, ,0.0177,
 ,0.4371, ,3e-04, ,0.2609,
 ,0.0191, ,4e-04, ,0.0211,
 ,0.0199, ,3e-04, ,0.024,
 ,0.0212, ,3e-04, ,0.0221,
 ,0.4048, ,5e-04, ,0.3553,
 ,0.0225, ,5e-04, ,0.1618,
 ,0.0332, ,2e-04, ,0.0353,
 ,0.0187, ,4e-04, ,0.02,
 ,0.0189, ,4e-04, ,0.018,
 ,0.1063, ,4e-04, ,0.1622,
 ,0.2768, ,6e-04, ,0.1558,
 ,0.0193, ,3e-04, ,0.0173,
 ,0.6807, ,3e-04, ,0.5015,
 ,0.0214, ,3e-04, ,0.0211,
 ,0.0208, ,3e-04, ,0.062,
 ,0.0228, ,4e-04, ,0.0234,
 ,0.3871, ,5e-04, ,0.4297,
 ,0.0276, ,4e-04, ,0.0213,
 ,0.0351, ,3e-04, ,0.0345,
 ,0.0188, ,3e-04, ,0.0202,
 ,0.018, ,7e-04, ,0.0219,
 ,0.11, ,5e-04, ,0.1152,
 ,0.1848, ,5e-04, ,0.2307,
 ,0.0163, ,4e-04, ,0.0181,
 ,0.2696, ,4e-04, ,0.2561,
 ,0.0179, ,4e-04, ,0.021,
 ,0.0192, ,3e-04, ,0.0191,
 ,0.0242, ,4e-04, ,0.0241,
 ,0.343, ,4e-04, ,0.3476,
 ,0.0236, ,4e-04, ,0.0218,
 ,0.0516, ,2e-04, ,0.037,
 ,0.0187, ,6e-04, ,0.0197,
 ,0.0224, ,5e-04, ,0.018,
 ,0.1784, ,5e-04, ,0.2057,
 ,0.1568, ,5e-04, ,0.1785,
 ,0.0165, ,5e-04, ,0.0232,
 ,0.3389, ,3e-04, ,0.238,
 ,0.018, ,6e-04, ,0.023,
 ,0.0198, ,8e-04, ,0.0193,
 ,0.0216, ,5e-04, ,0.0257,
 ,0.3871, ,6e-04, ,0.4151,
 ,0.0212, ,7e-04, ,0.0274,
 ,0.2673, ,5e-04, ,0.0351,
 ,0.0193, ,6e-04, ,0.0198,
 ,0.0189, ,6e-04, ,0.0194,
 ,0.108, ,6e-04, ,0.1506,
 ,0.2487, ,5e-04, ,0.1669,
 ,0.0172, ,6e-04, ,0.0199,
 ,0.2627, ,7e-04, ,0.2738,
 ,0.0176, ,5e-04, ,0.018,
 ,0.0199, ,4e-04, ,0.0194,
 ,0.0212, ,5e-04, ,0.0216,
 ,0.336, ,5e-04, ,0.3719,
 ,0.0193, ,5e-04, ,0.0217,
 ,0.1255, ,6e-04, ,0.0336,
 ,0.0175, ,8e-04, ,0.0234,
 ,0.0185, ,4e-04, ,0.0187,
 ,0.1215, ,5e-04, ,0.1109,
 ,0.2353, ,6e-04, ,0.189,
 ,0.0199, ,9e-04, ,0.0198,
 ,0.2533, ,5e-04, ,0.2562,
 ,0.0192, ,5e-04, ,0.0197,
 ,0.02, ,6e-04, ,0.0207,
 ,0.0244, ,5e-04, ,0.022,
 ,0.3399, ,6e-04, ,0.3198,
 ,0.0221, ,4e-04, ,0.0192,
 ,0.0353, ,4e-04, ,0.0318,
 ,0.0181, ,4e-04, ,0.0214,
 ,0.0206, ,5e-04, ,0.0179,
 ,0.1655, ,5e-04, ,0.1955,
 ,0.1569, ,6e-04, ,0.1465,
 ,0.0174, ,5e-04, ,0.0182,
 ,0.6517, ,7e-04, ,0.4588,
 ,0.0188, ,6e-04, ,0.0192,
 ,0.0224, ,4e-04, ,0.02,
 ,0.0216, ,6e-04, ,0.0228,
 ,0.3756, ,4e-04, ,0.3935,
 ,0.0267, ,5e-04, ,0.0221,
 ,0.0367, ,2e-04, ,0.0322,
 ,0.0192, ,7e-04, ,0.019,
 ,0.0201, ,6e-04, ,0.0177,
 ,0.1083, ,6e-04, ,0.1094,
 ,0.243, ,6e-04, ,0.2653,
 ,0.0173, ,5e-04, ,0.0199,
 ,0.2913, ,4e-04, ,0.261,
 ,0.0176, ,7e-04, ,0.0204,
 ,0.0212, ,5e-04, ,0.0199,
 ,0.0218, ,7e-04, ,0.0211,
 ,0.3625, ,5e-04, ,0.3485,
 ,0.0196, ,5e-04, ,0.0224,
 ,0.0341, ,2e-04, ,0.0352,
 ,0.0187, ,5e-04, ,0.019,
 ,0.0193, ,4e-04, ,0.0192,
 ,0.229, ,4e-04, ,0.112,
 ,0.19, ,5e-04, ,0.1847,
 ,0.0219, ,4e-04, ,0.0183,
 ,0.4582, ,2e-04, ,0.2598,
 ,0.0194, ,4e-04, ,0.018,
 ,0.0205, ,4e-04, ,0.0212,
 ,0.0231, ,6e-04, ,0.0221,
 ,0.5566, ,5e-04, ,0.3343,
 ,0.0209, ,4e-04, ,0.0849,
 ,0.0358, ,2e-04, ,0.2539,
 ,0.018, ,3e-04, ,0.0193,
 ,0.0186, ,4e-04, ,0.0191,
 ,0.1558, ,4e-04, ,0.2153,
 ,0.1673, ,5e-04, ,0.1515,
 ,0.0212, ,3e-04, ,0.0184,
 ,0.2972, ,3e-04, ,0.2984,
 ,0.0174, ,4e-04, ,0.0209,
 ,0.0225, ,3e-04, ,0.0209,
 ,0.0237, ,8e-04, ,0.0233,
 ,0.3834, ,5e-04, ,0.3909,
 ,0.0264, ,4e-04, ,0.0258,
 ,0.0366, ,4e-04, ,0.0335,
 ,0.0197, ,6e-04, ,0.0199,
 ,0.0187, ,5e-04, ,0.018,
 ,0.1131, ,7e-04, ,0.1116,
 ,0.2268, ,5e-04, ,0.2426,
 ,0.0172, ,3e-04, ,0.0181,
 ,0.2624, ,2e-04, ,0.2326,
 ,0.0175, ,3e-04, ,0.0172,
 ,0.0217, ,4e-04, ,0.0196,
 ,0.0237, ,7e-04, ,0.022,
 ,0.3673, ,4e-04, ,0.3264,
 ,0.0239, ,4e-04, ,0.0225,
 ,0.0359, ,2e-04, ,0.1232,
 ,0.0201, ,6e-04, ,0.0185,
 ,0.0184, ,5e-04, ,0.019,
 ,0.2193, ,5e-04, ,0.1251,
 ,0.1599, ,6e-04, ,0.2051,
 ,0.0211, ,3e-04, ,0.0193,
 ,0.3114, ,3e-04, ,0.4847,
 ,0.0185, ,5e-04, ,0.0207,
 ,0.0214, ,3e-04, ,0.0204,
 ,0.0219, ,6e-04, ,0.0213,
 ,0.3636, ,5e-04, ,0.3141,
 ,0.0272, ,3e-04, ,0.0256,
 ,0.0381, ,2e-04, ,0.0386,
 ,0.0192, ,6e-04, ,0.021,
 ,0.0189, ,4e-04, ,0.0198,
 ,0.1083, ,4e-04, ,0.1643,
 ,0.2717, ,5e-04, ,0.1587,
 ,0.0167, ,3e-04, ,0.0185,
 ,0.4063, ,3e-04, ,0.2796,
 ,0.0208, ,5e-04, ,0.0224,
 ,0.0197, ,5e-04, ,0.0217,
 ,0.0222, ,6e-04, ,0.022,
 ,0.3862, ,4e-04, ,0.4031,
 ,0.0221, ,4e-04, ,0.0214,
 ,0.0347, ,4e-04, ,0.0335,
 ,0.02, ,6e-04, ,0.0208,
 ,0.0194, ,5e-04, ,0.0182,
 ,0.1105, ,6e-04, ,0.1136,
 ,0.2016, ,9e-04, ,0.2242,
 ,0.0192, ,5e-04, ,0.0183,
 ,0.8356, ,3e-04, ,0.2348,
 ,0.0194, ,4e-04, ,0.0188,
 ,0.0202, ,3e-04, ,0.0207,
 ,0.0211, ,5e-04, ,0.0228,
 ,0.3426, ,4e-04, ,0.3345,
 ,0.0259, ,4e-04, ,0.0557,
 ,0.0385, ,2e-04, ,0.3149,
 ,0.0187, ,5e-04, ,0.0205,
 ,0.0189, ,4e-04, ,0.0213,
 ,0.2019, ,6e-04, ,0.2006,
 ,0.1638, ,6e-04, ,0.1757,
 ,0.0165, ,4e-04, ,0.0247,
 ,0.8232, ,3e-04, ,0.2323,
 ,0.0192, ,5e-04, ,0.0201,
 ,0.0196, ,3e-04, ,0.0208,
 ,0.0232, ,5e-04, ,0.0211,
 ,0.3525, ,5e-04, ,0.307,
 ,0.0267, ,7e-04, ,0.0254,
 ,0.0353, ,3e-04, ,0.0326,
 ,0.0185, ,4e-04, ,0.0194,
 ,0.0181, ,4e-04, ,0.0192,
 ,0.1182, ,4e-04, ,0.1397,
 ,0.2558, ,6e-04, ,0.1521,
 ,0.0172, ,3e-04, ,0.0176,
 ,0.264, ,3e-04, ,0.2586,
 ,0.0179, ,5e-04, ,0.0171,
 ,0.019, ,6e-04, ,0.0192,
 ,0.0226, ,4e-04, ,0.0216,
 ,0.3399, ,4e-04, ,0.3685,
 ,0.0187, ,4e-04, ,0.0231,
 ,0.1218, ,3e-04, ,0.0338,
 ,0.0173, ,5e-04, ,0.0201,
 ,0.018, ,4e-04, ,0.0244,
 ,0.1059, ,4e-04, ,0.1116,
 ,0.184, ,6e-04, ,0.222,
 ,0.022, ,4e-04, ,0.0194,
 ,0.2674, ,3e-04, ,0.228,
 ,0.0198, ,4e-04, ,0.0311,
 ,0.0192, ,4e-04, ,0.0205,
 ,0.0216, ,6e-04, ,0.0228,
 ,0.3263, ,4e-04, ,0.5675,
 ,0.0229, ,4e-04, ,0.0221,
 ,0.0329, ,3e-04, ,0.0332,
 ,0.0184, ,4e-04, ,0.019,
 ,0.0179, ,4e-04, ,0.0183,
 ,0.1698, ,4e-04, ,0.1876,
 ,0.1462, ,5e-04, ,0.1491,
 ,0.0204, ,5e-04, ,0.0183,
 ,0.2833, ,3e-04, ,0.2857,
 ,0.0189, ,7e-04, ,0.0179,
 ,0.0208, ,6e-04, ,0.0209,
 ,0.0235, ,5e-04, ,0.0215,
 ,0.4134, ,3e-04, ,0.4029,
 ,0.0262, ,4e-04, ,0.0236,
 ,0.0367, ,2e-04, ,0.0341,
 ,0.0185, ,5e-04, ,0.0193,
 ,0.0192, ,5e-04, ,0.0185,
 ,0.1112, ,5e-04, ,0.1049,
 ,0.2399, ,4e-04, ,0.2507,
 ,0.0168, ,4e-04, ,0.0178,
 ,0.2549, ,3e-04, ,0.2273,
 ,0.018, ,6e-04, ,0.0179,
 ,0.021, ,4e-04, ,0.0208,
 ,0.0218, ,6e-04, ,0.0245,
 ,0.3606, ,4e-04, ,0.324,
 ,0.0195, ,4e-04, ,0.0218,
 ,0.0338, ,3e-04, ,0.0318,
 ,0.0187, ,5e-04, ,0.0184,
 ,0.0185, ,5e-04, ,0.0194,
 ,0.2442, ,4e-04, ,0.3534,
 ,0.1881, ,5e-04, ,0.2336,
 ,0.0211, ,4e-04, ,0.0193,
 ,0.8088, ,6e-04, ,0.2309,
 ,0.0243, ,4e-04, ,0.0188,
 ,0.0195, ,4e-04, ,0.0196,
 ,0.0235, ,6e-04, ,0.0205,
 ,0.3242, ,4e-04, ,0.3081,
 ,0.0256, ,4e-04, ,0.0236,
 ,0.0342, ,3e-04, ,0.0316,
 ,0.0182, ,6e-04, ,0.0223,
 ,0.019, ,7e-04, ,0.0177,
 ,0.1607, ,4e-04, ,0.171,
 ,0.1525, ,6e-04, ,0.146,
 ,0.0169, ,3e-04, ,0.0173,
 ,0.2398, ,3e-04, ,0.2706,
 ,0.0177, ,3e-04, ,0.0238,
 ,0.0222, ,4e-04, ,0.0288,
 ,0.0211, ,5e-04, ,0.0224,
 ,0.361, ,4e-04, ,0.4076,
 ,0.021, ,4e-04, ,0.0228,
 ,0.0329, ,3e-04, ,0.0334,
 ,0.0203, ,5e-04, ,0.0212,
 ,0.0199, ,6e-04, ,0.0175,
 ,0.1064, ,6e-04, ,0.1122,
 ,0.2142, ,4e-04, ,0.2564,
 ,0.0267, ,2e-04, ,0.0186,
 ,0.3079, ,3e-04, ,0.2306,
 ,0.0185, ,4e-04, ,0.0174,
 ,0.0214, ,7e-04, ,0.0208,
 ,0.0231, ,6e-04, ,0.0215,
 ,0.3483, ,5e-04, ,0.8187,
 ,0.0204, ,4e-04, ,0.0222,
 ,0.036, ,2e-04, ,0.1265,
 ,0.0187, ,3e-04, ,0.0184,
 ,0.0188, ,3e-04, ,0.0192,
 ,0.207, ,5e-04, ,0.1107,
 ,0.1654, ,5e-04, ,0.1794,
 ,0.0172, ,3e-04, ,0.0229,
 ,0.319, ,2e-04, ,0.2342,
 ,0.0184, ,2e-04, ,0.0232,
 ,0.0211, ,7e-04, ,0.0198,
 ,0.0229, ,4e-04, ,0.021,
