Arbrook,Model Switch Time,BGFX,Model Switch Time,Native,Model Switch Time,
 ,0.0203, ,6e-04, ,0.0201,
 ,0.0242, ,5e-04, ,0.0205,
 ,0.4049, ,3e-04, ,0.3225,
 ,0.0269, ,5e-04, ,0.3184,
 ,0.0357, ,2e-04, ,0.0302,
 ,0.0211, ,5e-04, ,0.0191,
 ,0.0188, ,5e-04, ,0.0178,
 ,0.1004, ,4e-04, ,0.1531,
 ,0.2411, ,4e-04, ,0.1296,
 ,0.017, ,3e-04, ,0.0194,
 ,0.2593, ,3e-04, ,0.2678,
 ,0.0174, ,3e-04, ,0.0187,
 ,0.02, ,4e-04, ,0.0244,
 ,0.0222, ,4e-04, ,0.0206,
 ,0.3353, ,3e-04, ,0.3809,
 ,0.0193, ,6e-04, ,0.0228,
 ,0.1285, ,3e-04, ,0.0391,
 ,0.0176, ,5e-04, ,0.0197,
 ,0.0185, ,4e-04, ,0.0186,
 ,0.0989, ,5e-04, ,0.0985,
 ,0.2054, ,4e-04, ,0.2106,
 ,0.0248, ,2e-04, ,0.0176,
 ,0.2454, ,2e-04, ,0.383,
 ,0.0214, ,2e-04, ,0.0194,
 ,0.0224, ,5e-04, ,0.0199,
 ,0.023, ,5e-04, ,0.0226,
 ,0.3835, ,4e-04, ,0.3156,
 ,0.0242, ,4e-04, ,0.0223,
 ,0.0418, ,3e-04, ,0.0329,
 ,0.0215, ,5e-04, ,0.0207,
 ,0.0222, ,5e-04, ,0.0183,
 ,0.1756, ,4e-04, ,0.1926,
 ,0.2023, ,4e-04, ,0.4876,
 ,0.0212, ,4e-04, ,0.0242,
 ,0.3437, ,3e-04, ,0.2879,
 ,0.0198, ,3e-04, ,0.0183,
 ,0.022, ,5e-04, ,0.0206,
 ,0.0238, ,6e-04, ,0.0222,
 ,0.4591, ,4e-04, ,0.4041,
 ,0.0233, ,5e-04, ,0.0205,
 ,0.1956, ,2e-04, ,0.0314,
 ,0.0191, ,6e-04, ,0.0226,
 ,0.0195, ,5e-04, ,0.0191,
 ,0.1155, ,7e-04, ,0.0972,
 ,0.2285, ,5e-04, ,0.2402,
 ,0.0195, ,4e-04, ,0.0182,
 ,0.2892, ,4e-04, ,0.2189,
 ,0.0256, ,4e-04, ,0.0193,
 ,0.0248, ,4e-04, ,0.0186,
 ,0.0249, ,7e-04, ,0.0204,
 ,0.4173, ,4e-04, ,0.3628,
 ,0.0248, ,5e-04, ,0.0247,
 ,0.0421, ,4e-04, ,0.0303,
 ,0.0209, ,5e-04, ,0.0205,
 ,0.021, ,4e-04, ,0.0188,
 ,0.2177, ,5e-04, ,0.1016,
 ,0.2101, ,3e-04, ,0.2034,
 ,0.0203, ,3e-04, ,0.019,
 ,0.6178, ,3e-04, ,0.217,
 ,0.0219, ,3e-04, ,0.0184,
 ,0.0215, ,3e-04, ,0.02,
 ,0.0246, ,5e-04, ,0.021,
 ,0.3607, ,4e-04, ,0.3214,
 ,0.0276, ,5e-04, ,0.0682,
 ,0.0356, ,3e-04, ,0.2554,
 ,0.0183, ,5e-04, ,0.0213,
 ,0.0254, ,7e-04, ,0.019,
 ,0.4925, ,6e-04, ,0.1883,
 ,0.1827, ,3e-04, ,0.1395,
 ,0.0178, ,3e-04, ,0.0191,
 ,0.3175, ,3e-04, ,0.2935,
 ,0.0183, ,3e-04, ,0.0186,
 ,0.0212, ,3e-04, ,0.0224,
 ,0.022, ,5e-04, ,0.0233,
 ,0.4812, ,4e-04, ,1.0046,
 ,0.0259, ,5e-04, ,0.021,
 ,0.0386, ,2e-04, ,0.0327,
 ,0.0195, ,4e-04, ,0.0195,
 ,0.0188, ,5e-04, ,0.0182,
 ,0.1065, ,5e-04, ,0.1019,
 ,0.2107, ,4e-04, ,0.2392,
 ,0.017, ,2e-04, ,0.0179,
 ,0.3001, ,3e-04, ,0.2202,
 ,0.0183, ,5e-04, ,0.0185,
 ,0.0208, ,6e-04, ,0.0195,
 ,0.0217, ,4e-04, ,0.0206,
 ,0.3576, ,4e-04, ,0.3073,
 ,0.0232, ,4e-04, ,0.0218,
 ,0.0353, ,2e-04, ,0.1216,
 ,0.0182, ,4e-04, ,0.0192,
 ,0.0191, ,4e-04, ,0.018,
 ,0.2071, ,4e-04, ,0.0986,
 ,0.1566, ,3e-04, ,0.397,
 ,0.0165, ,2e-04, ,0.0203,
 ,0.434, ,3e-04, ,0.2155,
 ,0.0185, ,5e-04, ,0.0227,
 ,0.0186, ,4e-04, ,0.0196,
 ,0.0202, ,4e-04, ,0.027,
 ,0.3993, ,4e-04, ,0.3206,
 ,0.0215, ,4e-04, ,0.0237,
 ,0.0339, ,3e-04, ,0.0332,
 ,0.0187, ,5e-04, ,0.0193,
 ,0.0183, ,4e-04, ,0.0175,
 ,0.0994, ,4e-04, ,0.1583,
 ,0.2514, ,3e-04, ,0.132,
 ,0.0173, ,3e-04, ,0.0168,
 ,0.2594, ,4e-04, ,0.2681,
 ,0.0174, ,3e-04, ,0.0187,
 ,0.0195, ,3e-04, ,0.0213,
 ,0.0207, ,6e-04, ,0.0214,
 ,0.3693, ,4e-04, ,0.3911,
 ,0.0189, ,5e-04, ,0.0217,
 ,0.0316, ,3e-04, ,0.0311,
 ,0.0816, ,5e-04, ,0.0204,
 ,0.0196, ,3e-04, ,0.0185,
 ,0.1002, ,4e-04, ,0.1118,
 ,0.1923, ,3e-04, ,0.2261,
 ,0.017, ,3e-04, ,0.0186,
 ,0.2765, ,5e-04, ,0.2424,
 ,0.0176, ,5e-04, ,0.0214,
 ,0.0256, ,5e-04, ,0.0211,
 ,0.0206, ,4e-04, ,0.022,
 ,0.4646, ,5e-04, ,0.3999,
 ,0.0259, ,4e-04, ,0.0257,
 ,0.2993, ,3e-04, ,0.2465,
 ,0.0205, ,5e-04, ,0.0209,
 ,0.0199, ,6e-04, ,0.0189,
 ,0.2201, ,4e-04, ,0.2046,
 ,0.1702, ,3e-04, ,0.1664,
 ,0.0177, ,3e-04, ,0.0214,
 ,0.3213, ,3e-04, ,0.2233,
 ,0.0183, ,4e-04, ,0.0215,
 ,0.0196, ,3e-04, ,0.0202,
 ,0.021, ,5e-04, ,0.0209,
 ,0.4147, ,4e-04, ,0.3165,
 ,0.0229, ,4e-04, ,0.0227,
 ,0.0354, ,2e-04, ,0.0343,
 ,0.0182, ,7e-04, ,0.037,
 ,0.0185, ,4e-04, ,0.0186,
 ,0.0978, ,5e-04, ,0.1542,
 ,0.238, ,3e-04, ,0.1333,
 ,0.0166, ,2e-04, ,0.0184,
 ,0.2547, ,3e-04, ,0.2501,
 ,0.018, ,3e-04, ,0.0173,
 ,0.0202, ,3e-04, ,0.02,
 ,0.0258, ,5e-04, ,0.0225,
 ,0.373, ,6e-04, ,0.368,
 ,0.0189, ,5e-04, ,0.0219,
 ,0.119, ,4e-04, ,0.0311,
 ,0.0172, ,5e-04, ,0.0198,
 ,0.0185, ,4e-04, ,0.0179,
 ,0.116, ,6e-04, ,0.0983,
 ,0.1783, ,4e-04, ,0.2012,
 ,0.024, ,4e-04, ,0.0177,
 ,0.6418, ,2e-04, ,0.2017,
 ,0.0256, ,3e-04, ,0.0543,
 ,0.022, ,2e-04, ,0.0219,
 ,0.0204, ,6e-04, ,0.0229,
 ,0.3237, ,4e-04, ,0.8172,
 ,0.0281, ,4e-04, ,0.0236,
 ,0.0363, ,3e-04, ,0.0312,
 ,0.0194, ,5e-04, ,0.0203,
 ,0.0182, ,4e-04, ,0.0188,
 ,0.1481, ,6e-04, ,0.1985,
 ,0.1646, ,4e-04, ,0.1302,
 ,0.0173, ,3e-04, ,0.0175,
 ,0.3988, ,3e-04, ,0.2804,
 ,0.0193, ,3e-04, ,0.0215,
 ,0.0204, ,4e-04, ,0.0213,
 ,0.0238, ,5e-04, ,0.0209,
 ,0.4388, ,6e-04, ,0.4128,
 ,0.0273, ,4e-04, ,0.0216,
 ,0.0351, ,3e-04, ,0.0317,
 ,0.0212, ,6e-04, ,0.0911,
 ,0.0187, ,4e-04, ,0.0195,
 ,0.1007, ,4e-04, ,0.1017,
 ,0.2341, ,5e-04, ,0.2447,
 ,0.0177, ,4e-04, ,0.0186,
 ,0.2745, ,3e-04, ,0.2457,
 ,0.0188, ,4e-04, ,0.0189,
 ,0.0193, ,3e-04, ,0.02,
 ,0.0225, ,5e-04, ,0.0222,
 ,0.8245, ,5e-04, ,0.3732,
 ,0.0212, ,5e-04, ,0.0266,
 ,0.0376, ,3e-04, ,0.0321,
 ,0.0192, ,6e-04, ,0.0204,
 ,0.0188, ,7e-04, ,0.0181,
 ,0.231, ,6e-04, ,0.0978,
 ,0.208, ,5e-04, ,0.1947,
 ,0.0226, ,4e-04, ,0.0175,
 ,0.4045, ,3e-04, ,0.2144,
 ,0.019, ,5e-04, ,0.0174,
 ,0.0208, ,4e-04, ,0.0194,
 ,0.0219, ,5e-04, ,0.0216,
 ,0.3192, ,3e-04, ,0.3198,
 ,0.0231, ,4e-04, ,0.0214,
 ,0.0348, ,3e-04, ,0.0336,
 ,0.0187, ,5e-04, ,0.0191,
 ,0.0184, ,4e-04, ,0.0176,
 ,0.1548, ,6e-04, ,0.1635,
 ,0.1518, ,6e-04, ,0.1549,
 ,0.0204, ,4e-04, ,0.0175,
 ,0.2754, ,3e-04, ,0.2927,
 ,0.0185, ,3e-04, ,0.0173,
 ,0.0205, ,4e-04, ,0.0188,
 ,0.0223, ,5e-04, ,0.0213,
 ,0.407, ,4e-04, ,0.3886,
 ,0.0227, ,4e-04, ,0.0236,
 ,0.2415, ,3e-04, ,0.0326,
 ,0.0642, ,5e-04, ,0.0195,
 ,0.0204, ,5e-04, ,0.0177,
 ,0.1117, ,4e-04, ,0.1047,
 ,0.2201, ,5e-04, ,0.2392,
 ,0.017, ,8e-04, ,0.021,
 ,0.2958, ,3e-04, ,0.2384,
 ,0.0181, ,5e-04, ,0.0174,
 ,0.0198, ,3e-04, ,0.0192,
 ,0.0224, ,5e-04, ,0.0224,
 ,0.4087, ,4e-04, ,0.3053,
 ,0.02, ,4e-04, ,0.0318,
 ,0.0401, ,4e-04, ,0.3007,
 ,0.0185, ,6e-04, ,0.0196,
 ,0.0233, ,5e-04, ,0.0183,
 ,0.2143, ,4e-04, ,0.1074,
 ,0.4283, ,3e-04, ,0.1707,
 ,0.0174, ,3e-04, ,0.0234,
 ,0.347, ,2e-04, ,0.2255,
 ,0.0191, ,3e-04, ,0.0196,
 ,0.0217, ,4e-04, ,0.0203,
 ,0.0224, ,6e-04, ,0.0226,
 ,0.4386, ,4e-04, ,0.3235,
 ,0.0209, ,4e-04, ,0.0263,
 ,0.0343, ,3e-04, ,0.0361,
 ,0.0187, ,5e-04, ,0.0219,
 ,0.0187, ,4e-04, ,0.0189,
 ,0.1093, ,4e-04, ,0.1417,
 ,0.2728, ,3e-04, ,0.1536,
 ,0.0175, ,3e-04, ,0.018,
 ,0.6036, ,6e-04, ,0.288,
 ,0.0187, ,5e-04, ,0.0187,
 ,0.0202, ,3e-04, ,0.0202,
 ,0.0217, ,5e-04, ,0.0221,
 ,0.3664, ,4e-04, ,0.3743,
 ,0.027, ,5e-04, ,0.024,
 ,0.0359, ,3e-04, ,0.0324,
 ,0.0174, ,6e-04, ,0.0221,
 ,0.0184, ,4e-04, ,0.018,
 ,0.1068, ,5e-04, ,0.1079,
 ,0.1888, ,4e-04, ,0.2267,
 ,0.0165, ,4e-04, ,0.018,
 ,0.2633, ,3e-04, ,0.2202,
 ,0.018, ,4e-04, ,0.0231,
 ,0.0196, ,3e-04, ,0.0215,
 ,0.0326, ,6e-04, ,0.0219,
 ,0.3106, ,4e-04, ,0.3139,
 ,0.0284, ,5e-04, ,0.0195,
 ,0.0354, ,7e-04, ,0.0334,
 ,0.0187, ,6e-04, ,0.0189,
 ,0.0183, ,6e-04, ,0.0176,
 ,0.1618, ,6e-04, ,0.2167,
 ,0.1706, ,8e-04, ,0.1848,
 ,0.0215, ,5e-04, ,0.0257,
 ,0.3416, ,5e-04, ,0.2337,
 ,0.0193, ,0.0019, ,0.0229,
 ,0.0214, ,6e-04, ,0.0197,
 ,0.0244, ,6e-04, ,0.0225,
 ,0.3907, ,5e-04, ,0.315,
 ,0.0268, ,4e-04, ,0.0213,
 ,0.0361, ,7e-04, ,0.0352,
 ,0.019, ,7e-04, ,0.0224,
 ,0.0186, ,6e-04, ,0.0182,
 ,0.1335, ,6e-04, ,0.1487,
 ,0.2648, ,5e-04, ,0.1495,
 ,0.0179, ,4e-04, ,0.0177,
 ,0.2642, ,3e-04, ,0.256,
 ,0.0177, ,6e-04, ,0.0176,
 ,0.0202, ,4e-04, ,0.0197,
 ,0.0234, ,5e-04, ,0.0223,
 ,0.3464, ,4e-04, ,0.3571,
 ,0.0202, ,4e-04, ,0.0207,
 ,0.1138, ,2e-04, ,0.0331,
 ,0.0175, ,4e-04, ,0.0195,
 ,0.0184, ,4e-04, ,0.0236,
 ,0.1113, ,5e-04, ,0.1178,
 ,0.2069, ,5e-04, ,0.2208,
 ,0.0212, ,6e-04, ,0.0186,
 ,0.2684, ,5e-04, ,0.2497,
 ,0.0184, ,4e-04, ,0.0189,
 ,0.0229, ,3e-04, ,0.021,
 ,0.0206, ,6e-04, ,0.0225,
 ,0.3312, ,5e-04, ,0.7033,
 ,0.0192, ,5e-04, ,0.0256,
 ,0.0328, ,3e-04, ,0.033,
 ,0.0182, ,5e-04, ,0.0204,
 ,0.0181, ,4e-04, ,0.0189,
 ,0.572, ,3e-04, ,0.199,
 ,0.148, ,9e-04, ,0.1453,
 ,0.0176, ,3e-04, ,0.02,
 ,0.8026, ,3e-04, ,0.2998,
 ,0.0205, ,6e-04, ,0.0179,
 ,0.0197, ,4e-04, ,0.0196,
 ,0.0233, ,5e-04, ,0.1385,
 ,0.4128, ,3e-04, ,0.3947,
 ,0.0283, ,4e-04, ,0.0245,
 ,0.0341, ,2e-04, ,0.0331,
 ,0.0201, ,5e-04, ,0.0192,
 ,0.0189, ,4e-04, ,0.0179,
 ,0.1117, ,5e-04, ,0.1067,
 ,0.2427, ,5e-04, ,0.3141,
 ,0.0176, ,3e-04, ,0.0177,
 ,0.2737, ,2e-04, ,0.2211,
 ,0.0178, ,4e-04, ,0.0178,
 ,0.0196, ,3e-04, ,0.0216,
 ,0.0222, ,7e-04, ,0.0235,
 ,0.5209, ,4e-04, ,0.6758,
 ,0.0193, ,4e-04, ,0.0227,
 ,0.0346, ,2e-04, ,0.0326,
 ,0.0181, ,4e-04, ,0.0187,
 ,0.018, ,4e-04, ,0.0189,
 ,0.2192, ,6e-04, ,0.1081,
 ,0.2011, ,6e-04, ,0.1802,
 ,0.0258, ,6e-04, ,0.0179,
 ,0.6277, ,6e-04, ,0.2321,
 ,0.0218, ,6e-04, ,0.0182,
 ,0.0192, ,3e-04, ,0.0204,
 ,0.0236, ,6e-04, ,0.0219,
 ,0.3426, ,4e-04, ,0.3077,
 ,0.0275, ,5e-04, ,0.025,
 ,0.0338, ,2e-04, ,0.0332,
 ,0.0184, ,5e-04, ,0.0197,
 ,0.0188, ,4e-04, ,0.0535,
 ,0.3475, ,5e-04, ,0.192,
 ,0.1531, ,3e-04, ,0.1463,
 ,0.0169, ,3e-04, ,0.02,
 ,0.362, ,2e-04, ,0.3051,
 ,0.0186, ,3e-04, ,0.0185,
 ,0.0201, ,4e-04, ,0.0209,
 ,0.0239, ,5e-04, ,0.0225,
 ,0.3776, ,3e-04, ,0.3888,
 ,0.0222, ,4e-04, ,0.0242,
 ,0.0331, ,3e-04, ,0.034,
 ,0.0203, ,4e-04, ,0.0238,
 ,0.019, ,4e-04, ,0.0194,
 ,0.1041, ,5e-04, ,0.108,
 ,0.3335, ,4e-04, ,0.368,
 ,0.0181, ,3e-04, ,0.0185,
 ,0.235, ,3e-04, ,0.224,
 ,0.0246, ,3e-04, ,0.0183,
 ,0.0224, ,4e-04, ,0.0205,
 ,0.0294, ,6e-04, ,0.0222,
 ,0.8169, ,4e-04, ,0.3705,
 ,0.0209, ,4e-04, ,0.0206,
 ,0.0353, ,3e-04, ,0.1273,
 ,0.0188, ,6e-04, ,0.0201,
 ,0.0185, ,7e-04, ,0.0328,
 ,0.2073, ,6e-04, ,0.1153,
 ,0.1772, ,5e-04, ,0.1888,
 ,0.0237, ,3e-04, ,0.0224,
 ,0.3298, ,3e-04, ,0.2492,
 ,0.0203, ,6e-04, ,0.0215,
 ,0.02, ,3e-04, ,0.0245,
 ,0.0222, ,6e-04, ,0.0233,
 ,0.3684, ,4e-04, ,0.3835,
 ,0.0252, ,4e-04, ,0.0202,
 ,0.0369, ,2e-04, ,0.0346,
 ,0.0186, ,7e-04, ,0.0197,
 ,0.0184, ,4e-04, ,0.0187,
 ,0.1102, ,4e-04, ,0.138,
 ,0.2719, ,4e-04, ,0.1605,
 ,0.0171, ,3e-04, ,0.017,
 ,0.2607, ,3e-04, ,0.2744,
 ,0.0177, ,6e-04, ,0.0183,
 ,0.0199, ,3e-04, ,0.02,
 ,0.0217, ,5e-04, ,0.0217,
 ,0.3745, ,4e-04, ,0.4356,
 ,0.0238, ,4e-04, ,0.0677,
 ,0.0335, ,3e-04, ,0.3048,
 ,0.0181, ,4e-04, ,0.0232,
 ,0.0198, ,4e-04, ,0.0183,
 ,0.1083, ,5e-04, ,0.1219,
 ,0.1918, ,4e-04, ,0.2366,
 ,0.0165, ,4e-04, ,0.0182,
 ,0.2551, ,3e-04, ,0.2736,
 ,0.0172, ,4e-04, ,0.0177,
 ,0.02, ,5e-04, ,0.0215,
 ,0.0212, ,5e-04, ,0.0218,
 ,0.3285, ,4e-04, ,0.3635,
 ,0.0209, ,4e-04, ,0.0243,
 ,0.0351, ,7e-04, ,0.0361,
 ,0.0247, ,6e-04, ,0.0201,
 ,0.0198, ,6e-04, ,0.0181,
 ,0.1899, ,5e-04, ,0.2066,
 ,0.1632, ,5e-04, ,0.1873,
 ,0.0187, ,4e-04, ,0.0224,
 ,0.3365, ,3e-04, ,0.2322,
 ,0.0667, ,4e-04, ,0.02,
 ,0.0246, ,3e-04, ,0.0193,
 ,0.0219, ,4e-04, ,0.0235,
 ,0.4473, ,4e-04, ,0.3375,
 ,0.0261, ,4e-04, ,0.0226,
 ,0.038, ,2e-04, ,0.0332,
 ,0.0189, ,5e-04, ,0.0197,
 ,0.0187, ,3e-04, ,0.0197,
 ,0.1078, ,4e-04, ,0.1514,
 ,0.2572, ,3e-04, ,0.1563,
 ,0.0169, ,3e-04, ,0.0177,
 ,0.4727, ,4e-04, ,0.5344,
 ,0.0229, ,4e-04, ,0.0194,
 ,0.0206, ,4e-04, ,0.0211,
 ,0.0224, ,7e-04, ,0.0226,
 ,0.4898, ,4e-04, ,0.3857,
 ,0.0207, ,5e-04, ,0.0202,
 ,0.1236, ,2e-04, ,0.0335,
 ,0.0175, ,5e-04, ,0.019,
 ,0.0187, ,3e-04, ,0.0182,
 ,0.1159, ,5e-04, ,0.1252,
 ,0.2016, ,4e-04, ,0.2117,
 ,0.0189, ,4e-04, ,0.0188,
 ,0.3915, ,4e-04, ,0.2539,
 ,0.0188, ,4e-04, ,0.0201,
 ,0.021, ,2e-04, ,0.0192,
 ,0.021, ,5e-04, ,0.0215,
 ,0.3413, ,3e-04, ,0.3667,
 ,0.0218, ,6e-04, ,0.0213,
 ,0.0363, ,5e-04, ,0.0341,
 ,0.0192, ,5e-04, ,0.0187,
 ,0.0188, ,5e-04, ,0.0194,
 ,0.1624, ,5e-04, ,0.1982,
 ,0.1539, ,5e-04, ,0.1608,
 ,0.0183, ,3e-04, ,0.0175,
 ,0.7818, ,3e-04, ,0.3088,
 ,0.0224, ,4e-04, ,0.0226,
 ,0.0191, ,3e-04, ,0.0273,
 ,0.0654, ,6e-04, ,0.0231,
 ,0.9499, ,5e-04, ,0.4441,
 ,0.0251, ,4e-04, ,0.0213,
 ,0.0727, ,3e-04, ,0.284,
 ,0.0266, ,4e-04, ,0.023,
 ,0.0222, ,3e-04, ,0.0184,
 ,0.1104, ,5e-04, ,0.11,
 ,0.2528, ,6e-04, ,0.2625,
 ,0.0188, ,4e-04, ,0.0177,
 ,0.2882, ,7e-04, ,0.2523,
 ,0.0247, ,5e-04, ,0.0174,
 ,0.0189, ,3e-04, ,0.0194,
 ,0.0235, ,5e-04, ,0.0239,
 ,0.4687, ,4e-04, ,0.416,
 ,0.0217, ,4e-04, ,0.0229,
 ,0.0408, ,3e-04, ,0.0331,
 ,0.0189, ,4e-04, ,0.0194,
 ,0.0185, ,3e-04, ,0.0177,
 ,0.2169, ,5e-04, ,0.1064,
 ,0.1949, ,5e-04, ,0.1749,
 ,0.0185, ,2e-04, ,0.0204,
 ,0.2897, ,3e-04, ,0.2363,
 ,0.018, ,2e-04, ,0.0182,
 ,0.0207, ,2e-04, ,0.0192,
 ,0.022, ,6e-04, ,0.022,
 ,0.3447, ,4e-04, ,0.3662,
 ,0.0208, ,6e-04, ,0.0235,
 ,0.2718, ,5e-04, ,0.0333,
 ,0.019, ,5e-04, ,0.0192,
 ,0.0189, ,4e-04, ,0.0177,
 ,0.1839, ,5e-04, ,0.1663,
 ,0.1507, ,5e-04, ,0.1581,
 ,0.0193, ,4e-04, ,0.0187,
 ,0.2756, ,3e-04, ,0.2867,
 ,0.0191, ,5e-04, ,0.0191,
 ,0.0206, ,3e-04, ,0.0194,
 ,0.0215, ,5e-04, ,0.0206,
 ,0.4075, ,4e-04, ,0.4164,
 ,0.0245, ,4e-04, ,0.022,
 ,0.0324, ,3e-04, ,0.0336,
 ,0.0185, ,4e-04, ,0.02,
 ,0.0184, ,4e-04, ,0.0177,
 ,0.1152, ,6e-04, ,0.107,
 ,0.2231, ,4e-04, ,0.2441,
 ,0.0172, ,4e-04, ,0.0174,
 ,0.2721, ,2e-04, ,0.2523,
 ,0.0189, ,3e-04, ,0.0174,
 ,0.0218, ,4e-04, ,0.0195,
 ,0.0241, ,7e-04, ,0.0212,
 ,0.6512, ,5e-04, ,0.3229,
 ,0.0278, ,4e-04, ,0.0196,
 ,0.0438, ,3e-04, ,0.1136,
 ,0.0198, ,6e-04, ,0.0915,
 ,0.0203, ,4e-04, ,0.0184,
 ,0.2145, ,4e-04, ,0.1088,
 ,0.2098, ,4e-04, ,0.1762,
 ,0.0179, ,3e-04, ,0.0215,
 ,1.3235, ,4e-04, ,0.2341,
 ,0.0208, ,3e-04, ,0.0239,
 ,0.0202, ,4e-04, ,0.0203,
 ,0.0239, ,7e-04, ,0.0219,
 ,0.4702, ,6e-04, ,0.3184,
 ,0.0274, ,6e-04, ,0.0264,
 ,0.041, ,3e-04, ,0.0457,
 ,0.0189, ,6e-04, ,0.0202,
 ,0.0183, ,4e-04, ,0.0184,
 ,0.1176, ,5e-04, ,0.1738,
 ,0.2993, ,3e-04, ,0.144,
 ,0.0226, ,4e-04, ,0.0178,
 ,0.3035, ,6e-04, ,0.2654,
 ,0.0184, ,5e-04, ,0.0181,
 ,0.0207, ,3e-04, ,0.0205,
 ,0.0231, ,8e-04, ,0.0212,
 ,0.417, ,4e-04, ,0.3599,
 ,0.0213, ,5e-04, ,0.0218,
 ,0.0353, ,2e-04, ,0.0327,
 ,0.0186, ,4e-04, ,0.0193,
 ,0.0184, ,3e-04, ,0.0178,
 ,0.1099, ,5e-04, ,0.1061,
 ,0.1961, ,3e-04, ,0.2477,
 ,0.0172, ,3e-04, ,0.0186,
 ,0.6541, ,2e-04, ,0.2313,
 ,0.024, ,4e-04, ,0.0193,
 ,0.0215, ,3e-04, ,0.0202,
 ,0.0238, ,4e-04, ,0.0212,
 ,0.4071, ,6e-04, ,0.311,
 ,0.0648, ,5e-04, ,0.0197,
 ,0.0418, ,3e-04, ,0.0338,
 ,0.0192, ,6e-04, ,0.0199,
 ,0.0194, ,4e-04, ,0.0184,
 ,0.2145, ,6e-04, ,0.207,
 ,0.2786, ,4e-04, ,0.1779,
 ,0.0207, ,3e-04, ,0.0206,
 ,0.4087, ,2e-04, ,0.2287,
 ,0.0882, ,4e-04, ,0.0204,
 ,0.0206, ,5e-04, ,0.021,
 ,0.0263, ,4e-04, ,0.022,
 ,0.5258, ,5e-04, ,0.302,
 ,0.0297, ,3e-04, ,0.0231,
 ,0.0415, ,2e-04, ,0.0313,
 ,0.0206, ,5e-04, ,0.0193,
 ,0.0231, ,4e-04, ,0.0186,
 ,0.3412, ,6e-04, ,0.1431,
 ,0.6979, ,4e-04, ,0.1522,
 ,0.0194, ,3e-04, ,0.0167,
 ,0.4617, ,2e-04, ,0.2388,
 ,0.0253, ,3e-04, ,0.0198,
 ,0.0241, ,5e-04, ,0.0629,
 ,0.0256, ,6e-04, ,0.0209,
 ,0.4636, ,4e-04, ,0.3738,
 ,0.0203, ,4e-04, ,0.024,
 ,0.1167, ,3e-04, ,0.0322,
 ,0.0183, ,3e-04, ,0.0191,
 ,0.0192, ,3e-04, ,0.0193,
 ,0.1304, ,4e-04, ,0.1088,
 ,0.2451, ,5e-04, ,0.2122,
 ,0.022, ,4e-04, ,0.0187,
 ,0.3119, ,3e-04, ,0.2634,
 ,0.0188, ,5e-04, ,0.0181,
 ,0.0222, ,3e-04, ,0.0203,
 ,0.0224, ,7e-04, ,0.0216,
 ,0.3822, ,4e-04, ,0.3647,
 ,0.0231, ,4e-04, ,0.0196,
 ,0.0378, ,2e-04, ,0.0382,
 ,0.0193, ,4e-04, ,0.0194,
 ,0.0186, ,3e-04, ,0.0189,
 ,0.1703, ,5e-04, ,0.2727,
 ,0.167, ,4e-04, ,0.2184,
 ,0.0173, ,3e-04, ,0.0224,
 ,0.8464, ,3e-04, ,0.5227,
 ,0.0209, ,3e-04, ,0.0245,
 ,0.0227, ,4e-04, ,0.0258,
 ,0.0238, ,9e-04, ,0.0246,
 ,0.4492, ,5e-04, ,0.5213,
 ,0.0323, ,4e-04, ,0.0251,
 ,0.0378, ,3e-04, ,0.0478,
 ,0.0203, ,6e-04, ,0.0269,
 ,0.0207, ,4e-04, ,0.0198,
 ,0.1188, ,4e-04, ,0.1278,
 ,0.2587, ,3e-04, ,0.2738,
 ,0.0178, ,3e-04, ,0.0186,
 ,0.3195, ,3e-04, ,0.2804,
 ,0.0179, ,3e-04, ,0.0176,
 ,0.0259, ,3e-04, ,0.0198,
 ,0.0226, ,4e-04, ,0.0246,
 ,0.389, ,6e-04, ,0.3789,
 ,0.0207, ,4e-04, ,0.0232,
 ,0.0379, ,3e-04, ,0.0329,
 ,0.0193, ,4e-04, ,0.0195,
 ,0.0218, ,4e-04, ,0.0192,
 ,0.2349, ,4e-04, ,0.1189,
 ,0.2131, ,6e-04, ,0.2428,
 ,0.0212, ,3e-04, ,0.0221,
 ,0.2969, ,3e-04, ,0.2668,
 ,0.0201, ,3e-04, ,0.0178,
 ,0.0196, ,3e-04, ,0.0237,
 ,0.0218, ,6e-04, ,0.0228,
 ,0.3483, ,4e-04, ,0.3603,
 ,0.0745, ,4e-04, ,0.0283,
 ,0.0404, ,2e-04, ,0.0341,
 ,0.0186, ,4e-04, ,0.0251,
 ,0.019, ,4e-04, ,0.0183,
 ,0.1534, ,5e-04, ,0.1714,
 ,0.164, ,3e-04, ,0.1635,
 ,0.0173, ,3e-04, ,0.0177,
 ,0.2523, ,3e-04, ,0.2975,
 ,0.0179, ,4e-04, ,0.0223,
 ,0.0194, ,4e-04, ,0.0216,
 ,0.0229, ,6e-04, ,0.022,
 ,0.3799, ,5e-04, ,0.3956,
 ,0.0205, ,4e-04, ,0.0207,
 ,0.0336, ,2e-04, ,0.0348,
 ,0.0236, ,4e-04, ,0.0235,
 ,0.0207, ,3e-04, ,0.0178,
 ,0.1089, ,5e-04, ,0.1115,
 ,0.2007, ,4e-04, ,0.2385,
 ,0.0167, ,3e-04, ,0.0179,
 ,0.3482, ,3e-04, ,0.2297,
